Unnamed: 0	t_score_TCvsB6	p-value	log2FC_TCvsB6
Gm6981	4.07768	0.00685117	1.126525523
Gm22098	4.20303	0.00685235	1.070132918
Zfp612	8.3638	0.00686531	1.182745769
Serpinb6e	-4.29717	0.00688324	-1.11763
Gm15523	4.71135	0.00694542	1.214001328
Scn1b	4.76791	0.00696131	1.242469124
Gm26466	4.04669	0.00696891	1.122332384
Mrpl46	-4.03126	0.00698086	-1.143839999
Lrrn3	-4.14005	0.00699241	-1.14455
Sh3rf1	4.24064	0.00701301	1.158349008
Bex2	4.07207	0.00706897	1.10175237
Btbd19	4.33743	0.0070854	1.074585294
Gm16052	4.19639	0.0070991	1.175129702
Ivl	-4.90166	0.00714068	-1.13559
Mark1	4.46757	0.00714956	1.476089296
B4galt3	-4.71351	0.00715353	-1.145230001
Cyp1a2	4.05008	0.00715468	1.138386138
6030468B19Rik	3.99582	0.00715497	1.14070046
Mcm5	-4.36609	0.00718562	-1.183189999
Gm23447	4.03269	0.00720475	1.209088628
Ttbk2	4.88303	0.00720837	1.410073143
Cdh23	4.0961	0.00722628	1.289936458
Gm23711	4.20544	0.00723746	1.400109828
Gm24091	4.20544	0.00723746	1.400109828
Twist1	4.17588	0.00723966	1.180419779
Ear4	3.98568	0.00724302	1.200146064
Mir6341	4.7673	0.00724775	1.300926992
Cyp1b1	3.98635	0.0073016	1.16025346
Gm20619	4.06294	0.00731006	1.124621864
Arhgef11	3.97708	0.00737339	1.146765176
Gm26202	-4.15393	0.00739682	-1.13032
Aspm	-4.08785	0.00741889	-1.40708
Pnp2	-4.41495	0.00743454	-1.0948
Gm13308	4.25862	0.00743554	1.122884858
Plaur	4.22784	0.00744804	1.180665266
Nbn	-3.95951	0.00745844	-1.13428
Thnsl2	4.30479	0.00746038	1.115545996
Chst15	-4.86523	0.00747107	-1.269059999
Gm13695	-4.14129	0.00748387	-1.2912
Gbp3	4.05244	0.00751549	1.147966069
Il9r	-4.80423	0.00754937	-1.41887
Galm	4.03855	0.00756204	1.141712971
Clec16a	4.40099	0.00759682	1.248771918
4933431G14Rik	4.06161	0.00761838	1.106359308
Armcx2	3.95407	0.00763186	1.175863015
Gm13167	-4.966	0.00763926	-1.233860001
Sycp2l	4.39666	0.00767897	1.298386586
Ncapg	-3.9938	0.00768157	-1.347359999
Etaa1	-4.22057	0.00769394	-1.294169999
Med4	-4.26637	0.00770161	-1.10684
Top2a	-4.16742	0.00771132	-1.45171
Tox	5.14934	0.007737	1.203469851
Marcksl1	4.83236	0.00775761	1.303228446
Mrpl51	-4.18714	0.00780909	-1.2912
Ccr4	-4.23851	0.00781643	-1.40589
Ncaph	-4.02093	0.00783607	-1.306529999
Rasl11b	4.79873	0.00783641	1.152095252
Smc2	-4.0149	0.00784053	-1.26758
Gm5553	-4.25083	0.0078407	-1.116620001
Invs	5.33978	0.00784289	1.249793724
Gm20690	-4.00243	0.0078651	-1.16244
Fgl2	3.92148	0.00787394	1.282278823
Gm21067	4.97299	0.00787538	1.335638884
Vps39	-4.02713	0.00790819	-1.12669
Saa3	4.07033	0.0079084	1.12423996
Gm12926	4.13002	0.00796781	1.175227451
Txndc12	-4.13207	0.00800083	-1.256890001
Gpr176	4.47527	0.00800941	1.244658534
Gm7150	3.94144	0.00801178	1.208058233
Gm26636	5.97797	0.00801242	1.109054298
2900053O20Rik	-4.21849	0.00802242	-1.24038
6720468P15Rik	3.92722	0.0080811	1.10472708
Prpf40b	3.99774	0.00810249	1.081369822
Dos	4.04714	0.00810276	1.14497016
Mcm4	-3.91712	0.00812534	-1.132010001
Alms1-ps2	4.80451	0.0081467	1.347952819
Megf9	3.90091	0.00815519	1.137897021
En2	4.68375	0.00816403	1.160695869
Mir6976	3.9035	0.00817377	1.141056319
Gm22600	3.8806	0.00817889	1.195413715
Tshz2	4.14254	0.00823196	1.374436257
Gm15081	3.91092	0.00825563	1.144597214
Slc20a2	-3.92801	0.00826332	-1.18138
Il3ra	3.90012	0.00826993	1.113853891
Gm17048	-4.09823	0.00827655	-1.1954
Rpl31-ps16	-3.87361	0.00828239	-1.05781
Appbp2	-3.88323	0.0082845	-1.1205
Gm11677	-5.36858	0.00829846	-1.360949999
Fam135a	4.78197	0.0083631	1.386415799
Uba2	-4.12537	0.00836421	-1.130409999
Ccdc30	3.92027	0.00837477	1.090953794
BC033916	3.87274	0.00840365	1.147966069
Ndufaf1	-4.52387	0.00842282	-1.196659999
Gm1720	3.87315	0.00842853	1.175602229
Kif2c	-4.34444	0.00842991	-1.33577
Pik3ip1	-3.85676	0.00844579	-1.08634
Gm13528	5.07642	0.00845207	1.324033844
Mrpl19	-3.89458	0.00845626	-1.15547
Gm5454	4.14638	0.0084575	1.203928738
Zap70	3.88543	0.00846117	1.119426651
Zfp109	-4.16975	0.00846164	-1.35232
Nrg1	4.5709	0.00846917	1.14271846
Trappc12	-4.76481	0.00848557	-1.20743
Gm19304	3.84951	0.00849072	1.124575093
Itgae	5.13673	0.00849744	1.883805478
4930435C17Rik	4.27872	0.00852389	1.085921638
A630009H07Rik	3.86436	0.00853773	1.459111366
Chrna1os	3.8724	0.00853953	1.146860565
Scn5a	4.19086	0.00855211	1.151033641
Defa-rs1	-3.86732	0.00857914	-1.11701
Igkv4-80	-4.23936	0.00864962	-9.138310003
Actr3	-3.83838	0.00865706	-1.08262
1700109K24Rik	4.00188	0.00867023	1.207321579
Ighv1-86	-5.9633	0.00867266	-4.055070008
Dpp4	-3.8779	0.00867801	-1.365819999
Copa	-4.02748	0.00868931	-1.19217
Aatk	3.82454	0.00871452	1.095887725
Il13ra1	3.86555	0.00871616	2.038728977
Gm11847	-3.82257	0.0087508	-1.223809999
Scn11a	4.17531	0.00876053	1.308795778
Prim2	-3.8246	0.00877769	-1.17631
Ntng1	4.40199	0.00878702	1.547983399
Olfr1384	3.8234	0.00880634	1.201569419
Tmem95	3.9541	0.00880643	1.227539969
Gm6039	-3.92762	0.00882037	-1.253270001
Gm14262	4.06657	0.00895611	1.208167095
Zfyve21	4.2687	0.00898983	1.087013607
Sgcg	3.79814	0.00899005	1.14581172
Brip1	-3.79761	0.00899596	-1.29406
Zfp781	4.07768	0.00902514	1.157578475
Soat1	-4.06937	0.00903344	-1.25777
Usp6nl	4.72126	0.00905432	1.272539113
2810047C21Rik1	-3.81085	0.00905983	-1.323989999
Trim40	4.46499	0.00906693	1.100340474
Epb4.1l4a	3.88809	0.00907155	1.123468753
Hmha1	-3.92459	0.00907787	-1.10459
Cwc22	-3.99831	0.0090947	-1.12383
Gm8048	4.2012	0.00911339	1.157562427
Ighv1-43	-4.21509	0.00911606	-6.585359993
Ighv1-16	-4.51778	0.00912198	-1.920790001
Taar7c-ps	4.50019	0.00913859	1.220049769
Tctex1d2	3.94639	0.00915915	1.331202456
Dock7	4.14198	0.00917722	1.51713556
Uba7	4.44729	0.00917821	1.088672485
Gm15716	3.92236	0.00918774	1.225627013
Rtn4rl2	3.96577	0.0091894	1.166260443
Nfasc	3.7861	0.00919802	1.118953435
Mcee	-4.64415	0.0091994	-1.35382
Ptch1	3.97955	0.00920808	1.122814811
Prkca	3.81511	0.00921375	1.145144773
Asb3	-3.85027	0.0092355	-1.23686
Cldn17	4.28862	0.00925406	1.171859818
Tk1	-4.89512	0.00926629	-1.1484
Sdk1	3.92375	0.00927587	1.317497295
LOC238440	-7.16837	0.00928095	-15.13439998
Gm6441	3.97293	0.00932178	1.143534586
Ormdl1	-4.98313	0.00932758	-1.12513
Gm16157	-4.17157	0.00933019	-1.378339999
Snora47	4.06872	0.00933942	1.304629359
Fam3b	4.22742	0.00934536	1.125050686
Gm5129	3.78015	0.00936119	1.328630557
Fam84a	3.95595	0.00936289	1.658328707
Dap	3.99286	0.00937782	1.387511761
Ppox	-3.79943	0.00937978	-1.235100001
Nlrp2	4.20167	0.00938478	1.137810264
Ncapg2	-4.3997	0.00938961	-1.338999999
Efna5	3.94551	0.00939167	1.10722621
Gng4	4.4664	0.00943139	1.110161833
Gm14747	-3.89286	0.0094573	-1.19459
Pipox	3.76054	0.00946555	1.187164618
Fam110c	3.92752	0.00946918	1.22577994
Gm12148	3.98815	0.00947582	1.189034026
Fancf	-4.23029	0.00948508	-1.191180001
Mrpl23-ps1	-3.86991	0.00948728	-1.14193
Cyp4f40	3.97493	0.00948997	1.190378191
Ufsp1	4.02723	0.00953105	1.128737491
Trim59	4.45998	0.00955424	1.259612518
Gm9174	-3.9655	0.00961114	-1.18267
Tmtc1	4.26165	0.0096194	1.339941485
EU599041	-5.63472	0.00964899	-1.543400001
Rsl1	-3.78247	0.00964976	-1.38473
Ccdc60	3.73573	0.0096844	1.142100811
2810417H13Rik	-4.1497	0.00968611	-1.35751
Gm26995	3.77149	0.00969134	1.155382061
Tmem65	3.86235	0.00972563	1.129089618
Eif3l	-3.75148	0.00976491	-1.10219
Bcl9	3.8874	0.00976852	1.209952155
Dnaaf3	4.56059	0.00978531	1.167473659
Gm25411	4.42626	0.00980742	1.111386022
Gm26695	3.73236	0.00982793	1.192451013
Gabre	3.75637	0.00983064	1.144422685
Cypt2	3.89695	0.00984634	1.146773125
Taar5	3.85972	0.00986379	1.237664252
Blm	-4.03204	0.00987577	-1.219320001
Zfp273	-4.66519	0.00987788	-1.139820001
Irx6	3.71706	0.00988752	1.115128526
Cct4	-3.71751	0.00989628	-1.21409
Tlr3	3.73836	0.00989684	1.379389605
Mndal	4.72851	0.00996397	1.092989847
Gm6232	3.82113	0.00996647	1.249022962
BC021785	4.11532	0.0100067	1.069102368
Cd8b1	3.78731	0.0100169	1.098344019
Gpr174	-4.52854	0.0100217	-1.13247
Hiatl1	-3.81964	0.0100232	-1.18207
Isg20	3.7727	0.0100421	1.1448908
Hdac5	4.31336	0.0100483	1.092868638
Gata3	3.86394	0.0100872	1.119869017
Igkv4-68	-5.30073	0.0100988	-10.44970002
I830127L07Rik	3.70788	0.0101104	1.229694548
Wdr66	-4.13872	0.0101217	-1.10542
Cdc25c	-3.70916	0.0101299	-1.329639999
Fan1	-4.36507	0.0101444	-1.10528
Gnas	3.89487	0.0101448	1.177926891
Gm11819	3.69351	0.0101755	1.223437159
Csgalnact1	4.35671	0.0101952	1.265432014
Gm11414	3.69114	0.0102007	1.13233434
Slc7a5	-3.8491	0.0102041	-1.12962
Plod3	3.87734	0.010212	1.117798388
Kpna2	-4.37356	0.0102357	-1.441519999
Olfr193	3.7801	0.0102476	1.19068352
Ccl27a	3.83575	0.0102588	1.209549658
Lars	-3.82386	0.0102704	-1.1338
Ctla2a	-4.11425	0.0102767	-1.62915
Gm5595	-6.35119	0.0102999	-1.967929999
Gm13172	3.94158	0.0103047	1.156111064
Olfr792	3.72446	0.0103406	1.260005473
Atrnl1	4.07003	0.0103839	1.30733602
Gm8271	-3.7763	0.0103845	-1.450919999
Per1	3.83608	0.0104088	1.204596523
Tmem131	6.6045	0.010417	1.330261615
Pank3	-3.79868	0.0104199	-1.23947
Gm9873	4.1025	0.0104418	1.170601474
Acot4	3.67925	0.0104471	1.185873399
Gm5398	3.83695	0.0104693	1.164919288
Gm4841	3.74301	0.0105101	1.244511878
Cpm	-4.52221	0.0105351	-1.596990001
Gm9385	-3.71785	0.010548	-1.08838
Gpx3	4.24748	0.0105514	1.093323243
Chrm4	-4.31731	0.0105566	-1.445800001
Gsdmcl2	3.65766	0.0106546	1.122768116
Dusp6	3.83671	0.010659	1.32565007
Fam222a	4.45843	0.0106627	1.172266024
Ppdpf	-3.67049	0.010664	-1.25592
Gm5531	3.87915	0.0106786	1.086554093
Hmgb2	-3.65479	0.0106823	-1.16479
2700012I20Rik	3.65451	0.0106954	1.190848595
Gm15428	-3.74516	0.0107024	-1.54105
Slc7a10	-4.24507	0.0107054	-1.635089999
Athl1	3.7641	0.0107108	1.427519052
Cep350	-3.69869	0.0107189	-1.139820001
Mcm7	-4.21839	0.0107527	-1.09867
Mcam	3.70737	0.0107601	1.085899058
Gm9292	4.0353	0.0107655	1.135895409
Lmnb1	-3.66349	0.0107721	-1.14204
Zhx3	3.69715	0.0108246	1.081204934
Nat10	-3.95082	0.0108431	-1.13235
Tex33	4.40622	0.0108883	1.216916349
Gm16191	3.70019	0.0109021	1.132860328
Sgol1	-3.7749	0.0109065	-1.373539999
Hspa2	3.66039	0.0109139	1.148475436
Myoz3	3.89649	0.0109206	1.235495709
Klhl36	-3.6405	0.0109457	-1.10071
Cda	3.70171	0.010991	1.129355742
1700019G17Rik	-4.47654	0.0110105	-1.16832
Vmn2r-ps67	-6.39259	0.0110167	-1.22979
Gm7572	4.29155	0.011034	1.142330411
Smpdl3b	-5.44433	0.0110534	-1.262110001
Rasl11a	4.45278	0.0110848	1.194709614
Gm20692	-3.72214	0.0111018	-1.38209
Slu7	-4.14357	0.0111053	-1.12872
Pglyrp1	5.81089	0.0111054	1.502734355
Zfp964	3.70941	0.0111412	1.329256941
Trav13d-3	3.73506	0.0111449	1.099890574
Tmem159	4.28698	0.0111965	1.153957427
Papolb	3.8912	0.0112232	1.151592262
Gm6091	-4.28826	0.0112372	-1.227410001
Kctd4	4.28254	0.0112478	1.188218372
Gm22087	3.64792	0.0112748	1.321878887
E530011L22Rik	4.19287	0.0112811	1.179250326
Snrnp40	-3.60576	0.011293	-1.097749999
LOC102634431	3.64782	0.0113323	1.189124688
Gm5898	-3.60565	0.0113371	-1.15029
Gm6270	6.44268	0.0113423	1.314295791
Gm7607	3.6896	0.0113433	1.116358191
Relb	-3.85994	0.0113491	-1.16005
Klk1b24	-4.38564	0.011401	-1.18802
Gm22794	3.89862	0.0114035	1.097856886
G2e3	-3.90883	0.011429	-1.21939
Gpd1	3.67832	0.0114339	1.078884182
Diap2	3.89032	0.0114537	1.167692172
Dhfr	-4.17683	0.0114627	-1.088489999
Gm10357	-4.74829	0.0114638	-1.2246
Gm10590	3.82859	0.0114816	1.22194555
Catsperg1	4.26511	0.0115033	1.161895243
Igkv4-81	-5.45338	0.0115268	-6.379569983
Fam43b	3.69701	0.0115357	1.101744733
Mtap	-3.62205	0.0115409	-1.1093
Dcbld2	4.17164	0.0115512	1.123531053
Sptb	3.89345	0.0115728	1.154765571
Mir1955	-3.59711	0.0115744	-1.24606
P4ha3	3.61802	0.0115981	1.130201493
Shcbp1	-4.01634	0.0116153	-1.710889999
Gm12990	3.83639	0.0116342	1.083418026
Lnp	-3.58384	0.0116426	-1.08074
Gab2	3.84826	0.0117065	1.215887711
Pole2	-4.132	0.0117161	-1.20345
Tssk6	3.69807	0.0117682	1.118418399
Wfdc2	3.63434	0.0117804	1.083545698
Zfp473	4.06933	0.0117934	1.307345082
Gm6967	3.62368	0.0118146	1.12897223
Dpp7	3.57448	0.0118342	1.107625367
Btla	3.57616	0.0118413	1.143883399
Ahr	4.18493	0.0118653	1.352154494
Neo1	-3.56382	0.0118829	-1.270919999
Gm20515	3.56304	0.0118963	1.206710832
Psmc1	-3.57479	0.0118982	-1.09305
Xdh	4.49706	0.0119067	1.322740448
Mecp2	3.90045	0.0119246	1.071766034
Gm4726	4.17372	0.0119506	1.174624798
Slco2a1	3.94396	0.0119662	1.143415696
Mki67	-3.79208	0.0119728	-1.407180001
Pomt2	3.89532	0.0119888	1.146558527
Pde7b	3.55866	0.0119906	1.239905355
Gm12510	-3.55446	0.0120296	-1.16177
Gm15509	3.55343	0.0120433	1.143471176
Ighv1-31	-4.75067	0.0120739	-6.167750008
Gm21996	3.67124	0.0120822	1.113606857
Loh12cr1	3.59772	0.0120823	1.136651509
Lrrc2	3.75163	0.012088	1.180763475
Arhgap11a	-5.6233	0.0120979	-1.553130001
Clrn3	3.54678	0.0121207	1.208862368
Gm8050	-4.30023	0.0121305	-1.47918
Bub1	-3.75786	0.0121404	-1.48198
2900052N01Rik	3.94477	0.0121749	1.116822568
Sp9	3.63501	0.0122082	1.110962408
Zbtb18	4.33154	0.0122219	1.149622338
Gm21364	3.53872	0.0122729	1.151999428
Igh-V15	-3.62502	0.0122736	-1.235100001
6330409D20Rik	3.85292	0.0123071	1.113274993
Gm22669	3.54066	0.0123244	1.153565561
Gm13990	3.9188	0.0123273	1.1274473
Zfp781	4.30715	0.0123326	1.160470622
Kcnh3	3.64368	0.0123439	1.13405452
Lrrc8d	4.18004	0.0123473	1.062814636
Nmnat2	-4.97945	0.0123706	-1.18395
Cxcl3	3.53066	0.0123785	1.200295811
Ush1g	3.7679	0.012397	1.13490379
Gm12910	-3.52851	0.0123978	-1.200610001
5330439B14Rik	4.17954	0.0124186	1.238925984
Cask	3.83544	0.012445	1.255193686
Trp53inp2	3.54733	0.0124506	1.170520337
Ppm1m	-3.53249	0.0124509	-1.16427
Gm25915	4.28594	0.0124607	1.176768065
Ttc36	-3.82054	0.0124982	-1.12519
Dll4	3.98163	0.0125247	1.122698076
Epb4.1l1	3.96589	0.0125645	1.128753139
Phlda1	3.7886	0.0125918	1.164943512
Gm9222	3.73842	0.0125931	1.162515539
Tti2	-3.84588	0.0126036	-1.18312
Rere	3.52801	0.0126125	1.09504488
9630041A04Rik	3.87202	0.0126336	1.260485917
Grap	-3.51209	0.0126404	-1.16017
Igkv4-79	-4.76864	0.0126486	-7.91687998
Rasgrf2	-5.7655	0.0126544	-1.609300001
BC018473	3.95798	0.0126566	1.354002122
Olfr1290	4.23089	0.01266	1.178482226
Grik1	3.54986	0.012662	1.125908822
Gm2862	-3.53566	0.0126955	-1.423280001
Rpl27	4.88264	0.0127063	1.060151172
Vwde	3.91557	0.0127158	2.152360894
Igkv4-57-1	-4.44452	0.0127163	-11.00070002
Gbp2b	4.04211	0.012718	1.099517068
Arhgap18	3.52358	0.0127186	1.126314714
Npepl1	3.56572	0.0127222	1.187362126
Naaa	-3.54054	0.0127245	-1.094510001
Mllt4	4.28807	0.0127368	1.119372337
Slc52a3	-4.12001	0.0127997	-1.12027
Uroc1	3.73445	0.0128003	1.094073756
1700031P21Rik	4.19356	0.0128135	1.149255842
Tlr9	5.24332	0.012842	1.527349258
Gm15195	-3.54216	0.0128545	-1.10372
Mustn1	-3.64073	0.0128564	-1.09864
Gip	3.51039	0.0128635	1.083215284
Dmwd	3.51714	0.0128709	1.206869764
Topbp1	-3.64098	0.0128772	-1.12149
Gm7221	-3.50786	0.0128832	-1.3046
Gm11557	4.148	0.0128851	1.172176647
Pax3	3.58829	0.0128962	1.077538935
Gm11723	3.61098	0.0129156	1.176433686
Disp1	-3.52311	0.0129159	-1.17911
Dclk1	4.11632	0.0129231	1.268215575
Kat6b	3.60216	0.0129529	1.145819662
Spag1	3.56861	0.0129956	1.078353356
Gm5593	-4.93869	0.0130004	-1.743009999
Gm12860	3.5596	0.0130029	1.259795882
Gm20917	5.59647	0.0130083	1.27542671
Tnk1	3.48736	0.0130295	1.117844877
Gm5335	3.56792	0.0130973	1.128479335
Rnf122	3.83533	0.0131144	1.323033874
Itga4	-3.77189	0.0131197	-1.23213
Crybg3	3.53389	0.0132594	1.538292658
Gm5763	3.98297	0.0132857	1.188234844
Gm23221	3.68861	0.0133582	1.206560284
Ldha-ps2	-3.75208	0.0134047	-1.303450001
Gm20540	4.07426	0.013409	1.335999993
Ighv4-1	-4.0339	0.0134257	-5.554189996
Zfp626	-3.65287	0.0134386	-1.181
Bcor	3.88548	0.0134625	1.082757376
Gm24434	3.51287	0.0134696	1.259071314
Gm22966	3.75193	0.0134723	1.085635649
Kremen1	3.5167	0.0134834	1.255002293
Gm3242	-3.52736	0.0134837	-1.33728
Plk1	-5.80406	0.0135084	-1.592950001
Harbi1	3.66925	0.0135411	1.126291293
Gm8919	3.46651	0.0135831	1.084522512
Lyrm5	-3.48759	0.0135846	-1.1421
Btaf1	-3.49979	0.0135849	-1.243749999
Gm14831	3.6233	0.0136087	1.26747738
Mir6403	3.64811	0.0136309	1.122752551
Rel	3.45045	0.0136443	1.108178283
Tspan13	-5.44069	0.0136625	-1.44832
Avil	3.70152	0.0136639	1.227021051
Ctsf	-3.87954	0.0136706	-1.12529
Fam214b	4.07701	0.0136717	1.089487769
Kif20b	-3.97254	0.0136759	-1.19716
Gm23906	3.81359	0.0136906	1.233407907
Gm17160	3.56669	0.0137096	1.141309441
Muc2	3.44534	0.0137156	1.090273434
Efnb2	4.05329	0.0137347	1.701067041
Xrn2	-3.59609	0.0137377	-1.14889
Dcaf13	-3.51894	0.013742	-1.07869
B230104C08Rik	3.44621	0.0137482	1.121881268
Gm20751	3.48374	0.0137614	1.151113428
Rpl36al	-3.46598	0.0137773	-1.1475
Gm13808	3.4407	0.0137894	1.150012865
Gm11913	4.30249	0.0138048	1.213471311
Irf4	-3.4413	0.0138175	-1.15081
Clcnka	3.67169	0.0138343	1.104390207
1700037C06Rik	3.62202	0.0138686	1.126564566
Olfr636-ps1	-4.85664	0.0138953	-1.13415
Gm7461	5.10393	0.0139115	1.182327736
Vwa3b	3.99041	0.0139441	1.366864279
Amd-ps3	-3.76815	0.0139515	-1.201110001
Abca5	3.47368	0.0139581	1.123850396
Gm5464	3.43998	0.0139766	1.200054561
Igh-VJ558	-4.27306	0.0139915	-5.535130003
Gm15687	3.43025	0.0140338	1.236429516
Dock2	-4.51048	0.0140481	-1.11539
Aldh2	-3.43029	0.0140836	-1.134990001
4933412E12Rik	3.46779	0.014085	1.117883619
Gstm1	3.96059	0.014086	1.113529671
Kpna2	-4.2957	0.0140937	-1.42928
Stmn1	-3.83301	0.0140957	-1.24355
Ptf1aos	3.51459	0.0141057	1.204546426
4930452B06Rik	3.79542	0.0141828	1.199963065
Irg1	3.67793	0.0142002	1.395517291
Gm16440	-3.72193	0.0142009	-1.460890001
Abcb1b	-3.42008	0.0142264	-1.163859999
Clcn4-2	-3.42413	0.0142264	-1.11231
1700024B18Rik	3.70112	0.014239	1.193451551
Fgf5	3.79183	0.0142462	1.156527844
Tctn3	3.43368	0.0142475	1.106382314
Ldhd	3.57864	0.0142614	1.127627057
n-R5s21	3.4142	0.0142892	1.273130228
Rpsa-ps12	-4.02993	0.0143476	-1.07738
Gm12850	3.41303	0.0143554	1.15593478
Gm11531	-3.99397	0.0143604	-1.03516
4930542C12Rik	3.40806	0.0143631	1.217388802
Tceal6	3.95237	0.0143845	1.175822264
Cts3	3.41412	0.0143897	1.143542512
Sostdc1	3.43356	0.0143982	1.416499409
Gm2244	-3.87499	0.0144093	-1.417319999
9630028B13Rik	3.95447	0.0144164	1.201552761
Tacc3	-3.89016	0.0144248	-1.28364
Ablim2	3.41938	0.0144286	1.0830351
Gm1096	3.46722	0.0144344	1.093747713
Gm17162	3.41464	0.0144354	1.243209988
Ripk4	3.98446	0.0144609	1.213984499
Zfp523	3.62559	0.0144906	1.106612404
Gm3642	-4.03784	0.014516	-1.326240001
Ctla2b	-3.48375	0.0145203	-1.43146
Gm14106	3.49336	0.0145327	1.166955866
Gm14377	-5.45509	0.0145556	-2.446810002
Camkmt	3.75083	0.0145695	1.054910058
Ccl27a	3.67541	0.0145939	1.188473718
Gm2383	3.58007	0.0146039	1.157145275
Fam169b	-3.56163	0.0146366	-1.148929999
Gm5914	3.43291	0.0146393	1.087413015
D130040H23Rik	3.40039	0.0146517	1.245711511
Cast	-3.83302	0.0146688	-1.09902
Fam129c	3.70814	0.0146981	1.14084279
Hmgcr	-3.50338	0.0147109	-1.1533
St6galnac1	-4.18656	0.0147513	-1.151880001
Enpep	3.38728	0.0148019	1.073371881
Gm23727	3.39511	0.0148311	1.195504864
1700073E17Rik	4.09044	0.0148544	1.174429409
Pkd2	3.90515	0.0148758	1.329607108
Il13	3.42956	0.0148785	1.203578299
Gm12847	-4.52996	0.0148815	-1.49902
Ect2l	3.85631	0.014884	1.168226487
Ptk6	3.86895	0.014902	1.145549659
C1rl	3.52027	0.0149032	1.16179055
Gm10036	-3.42434	0.014916	-1.08076
Ephx4	-3.38886	0.0149353	-1.13363
Mir344d-2	-3.49355	0.0149585	-1.23368
Gnaq	3.85126	0.0149638	1.230316928
Gm19733	3.98227	0.0149697	1.076934122
Synpo	3.58375	0.0149823	1.122698076
Rrm2	-3.98399	0.0149873	-1.522139999
Ldb2	3.40947	0.0149874	1.100271833
Tiam2	3.92726	0.014995	1.429816494
Magea5	3.42085	0.0150184	1.293813795
Shmt1	-3.88343	0.0150196	-1.08173
2810047C21Rik1	-3.50623	0.0150467	-1.32244
Gm26977	3.45819	0.0150707	1.203086188
Tekt4	3.37101	0.0150809	1.127689587
Ssh3	3.8908	0.0151122	1.147289915
Jund	3.60055	0.0151682	1.127908472
Cp	4.06818	0.0151725	1.338938782
Rarb	3.48289	0.0151843	1.078286087
Gpr173	3.44087	0.0152063	1.143621779
Gm9008	-3.5243	0.0152405	-1.11934
Gm9002	-4.05699	0.0152791	-1.11111
1700003C15Rik	3.45811	0.0152805	1.064008739
Ssxb1	3.43678	0.0152974	1.133268726
Gm13332	3.72907	0.0153135	1.13495099
Nup160	-3.66715	0.0153521	-1.14382
Fhod1	3.72651	0.0153773	1.122075693
Tmem229a	3.52908	0.0153797	1.215609622
Gucy1a3	-3.92616	0.0153892	-1.273870001
Tmcc3	3.55092	0.0154106	1.209088628
G630030J09Rik	4.28946	0.0154408	1.40150802
Rnf17	3.41814	0.0154484	1.099875326
Anpep	3.79457	0.0154611	1.098930387
Gas5	-4.97303	0.0154627	-1.76123
Il21r	-3.46393	0.0154712	-1.16395
Igh-VJ558	-4.3488	0.015546	-7.359280006
Ccbl2	3.34435	0.0155802	1.111532398
Sytl5	3.34143	0.0156222	1.145351167
Nmi	-3.34005	0.0156239	-1.11703
Gm15554	4.88917	0.0156265	1.234870709
Camk2d	3.51242	0.015632	1.141515145
Igf2r	-3.37662	0.015701	-1.12056
Gm3944	3.69004	0.0157118	1.152143168
Sorbs1	3.92924	0.0157192	1.171007244
Gm25476	-3.35945	0.0157348	-1.154240001
Gm16494	-3.55727	0.0157375	-1.222740001
Gm10288	-3.58978	0.0157546	-1.08154
A330017A19Rik	-3.74262	0.0157894	-1.05632
Gm11996	3.58328	0.0158201	1.137510608
Tdrd6	3.38209	0.0158232	1.161162592
Gm12947	3.3893	0.0158358	1.122013473
Ighv1-18	-5.10959	0.0158447	-16.20780008
Arhgap36	3.3276	0.0158654	1.342507362
Mir6926	3.46296	0.0158671	1.141712971
Ly6c2	-3.39099	0.0158817	-1.455000001
Gm3099	-3.61423	0.0158918	-1.27884
Mro	3.37085	0.0159176	1.11068522
Acsf3	3.32377	0.0159499	1.111763559
Gm4894	3.4425	0.0159542	1.124395823
Gm23273	3.73488	0.0159763	1.172859338
Zbtb4	4.52341	0.0160056	1.136659388
Tctn1	3.41463	0.0160138	1.103793274
Igkv4-92	-4.67688	0.0160897	-1.46915
2210407C18Rik	3.51153	0.0160989	1.115545996
Krt23	3.57	0.0161065	1.115066692
Psma6	-3.36223	0.0161244	-1.08463
Gm11999	3.31612	0.0161692	1.246618476
Cenpe	-4.39937	0.0161733	-1.454780001
Sez6l2	3.625	0.0161892	1.109323389
Pih1d1	3.48117	0.0161989	1.138504505
Gm17606	3.3162	0.0162239	1.199364354
Lyrm9	-3.63906	0.0162497	-1.15233
1810010H24Rik	3.45715	0.0162563	1.282598833
Ighv1-19-1	-4.46079	0.0162714	-5.155409989
Zfp936	-5.30766	0.0162715	-1.42251
Stard5	3.80497	0.0162817	1.153485605
4930453O03Rik	3.34155	0.0162827	1.107986267
Bco2	-3.33459	0.0163098	-1.11003
Plac9b	3.5516	0.0163303	1.103800925
Gm17113	3.47942	0.0163538	1.153765476
Ncoa3	3.40322	0.0163788	1.118790571
Zdhhc1	4.32742	0.0163902	1.146709536
Uevld	3.4876	0.0163981	1.176229843
Znhit3	-3.55979	0.0164135	-1.11879
Gm9164	3.56467	0.016415	1.180427961
