gene_name,B6-1-Tfh,B6-1-Tn,B6-2-Tfh,B6-2-Tn,B6-3-Tfh,B6-3-Tn,B6-4-Tfh,B6-4-Tn
3110062M04Rik,246,135,297,151,272,139,311,185
3110067C02Rik,9,2,7,1,7,2,8,3
3110070M22Rik,9,4,7,0,4,6,5,0
3110079O15Rik,0,0,0,0,0,0,1,0
3110080O07Rik,0,0,0,0,0,0,0,0
3110082I17Rik,61,46,55,47,42,49,51,43
3110083C13Rik,11,5,9,2,8,6,7,6
3222401L13Rik,19,3,19,5,15,9,11,3
3300002I08Rik,35,23,26,36,29,30,19,45
3300005D01Rik,1,15,2,10,1,12,3,10
3425401B19Rik,0,0,0,0,1,0,0,0
3632451O06Rik,0,0,0,0,0,0,0,0
3632454L22Rik,0,0,0,0,0,0,1,0
3830403N18Rik,4,1,12,11,6,1,27,34
3830406C13Rik,798,504,861,424,699,380,754,357
3830408C21Rik,7,7,5,3,5,5,6,8
3830432H09Rik,1,0,0,0,0,0,0,0
3930402G23Rik,0,0,0,0,0,0,0,0
4430402I18Rik,2,3,2,2,4,1,2,2
4631405J19Rik,9,1,2,4,7,0,4,3
4632404H12Rik,283,452,228,368,241,411,269,516
4632411P08Rik,1,1,0,1,5,0,0,2
4632415L05Rik,507,497,450,442,479,418,435,409
4632427E13Rik,44,37,29,29,26,26,49,26
4632428C04Rik,2,0,2,0,2,0,0,0
4632428N05Rik,8360,9197,9530,7737,9121,8014,9075,8039
4632433K11Rik,66,56,64,29,59,44,56,41
4731419I09Rik,2,0,1,1,1,0,0,0
4732414G09Rik,1,0,2,0,0,1,0,0
4732419C18Rik,2,0,7,1,5,0,1,1
4732440D04Rik,123,97,77,94,95,101,124,134
4732456N10Rik,0,0,0,0,0,0,0,0
4732463B04Rik,0,0,0,0,0,0,0,0
4732465J04Rik,11,3,11,4,8,2,9,6
4732471J01Rik,11,5,6,11,11,5,10,17
4732487G21Rik,1,1,0,0,0,1,0,0
4732490B19Rik,7,8,5,5,9,7,4,2
4732491K20Rik,9,5,13,5,14,5,12,5
4831440E17Rik,12,9,6,16,10,17,10,15
4833407H14Rik,86,1,80,8,72,1,70,4
4833412C05Rik,1,0,2,0,1,0,0,0
4833412K13Rik,8,1,5,2,6,4,5,8
4833413E03Rik,2,2,2,2,3,3,0,3
4833417C18Rik,7,13,4,15,4,11,10,9
4833418N02Rik,19,36,12,23,8,24,13,20
4833420G17Rik,1939,1941,1882,1625,1736,1661,1938,1852
4833421G17Rik,0,0,0,0,0,0,0,0
4833422C13Rik,29,0,23,0,13,0,15,0
4833422M21Rik,1,0,0,0,0,1,0,0
4833423E24Rik,0,0,0,0,0,0,0,0
4833428L15Rik,0,0,0,0,0,0,0,0
4833439L19Rik,1235,920,1152,760,1181,835,1164,919
4833445I07Rik,15,13,17,7,18,8,11,11
4921504A21Rik,0,0,0,0,1,0,0,0
4921504E06Rik,0,0,0,0,0,0,0,0
4921507L20Rik,2,0,0,0,0,0,0,0
4921507P07Rik,30,37,26,33,27,40,24,32
4921508D12Rik,0,0,0,0,0,0,1,0
4921508M14Rik,0,0,0,0,0,0,0,0
4921513D11Rik,0,0,0,0,0,0,1,0
4921513I03Rik,1,0,0,0,0,0,0,0
4921514A10Rik,0,1,1,1,0,1,0,1
4921517D22Rik,0,22,1,9,0,6,1,8
4921518K17Rik,0,0,0,0,0,0,0,0
4921522P10Rik,0,0,0,0,0,0,0,0
4921523L03Rik,0,1,0,0,0,0,0,0
4921524J17Rik,399,287,426,251,355,212,389,229
4921528I07Rik,0,0,0,0,0,0,0,0
4921531C22Rik,68,61,50,64,50,40,57,34
4921536K21Rik,3,0,0,0,0,0,0,1
4922502D21Rik,0,0,0,0,0,0,0,0
4930402F06Rik,0,0,1,0,0,0,0,0
4930402H24Rik,563,477,507,429,630,408,572,481
4930403O15Rik,0,1,0,0,0,0,0,0
4930403P22Rik,2,0,0,0,0,0,2,1
4930404H24Rik,0,1,0,0,0,0,0,0
4930404I05Rik,0,0,1,0,0,0,1,0
4930404N11Rik,30,28,43,18,32,28,34,21
4930405A21Rik,2,8,2,3,5,1,6,3
4930405O22Rik,2,0,1,2,1,2,1,1
4930407I10Rik,0,0,0,0,0,0,0,1
4930412C18Rik,0,0,0,0,0,0,0,0
4930412F09Rik,0,0,0,0,0,0,0,0
4930412L05Rik,0,1,0,0,1,1,1,1
4930412M03Rik,16,10,18,5,12,12,8,11
4930412O13Rik,11,2,2,1,6,2,9,1
4930415F15Rik,4,8,5,9,1,6,6,19
4930415O20Rik,0,2,0,0,0,1,0,0
4930417H01Rik,1,5,0,1,1,2,0,0
4930422M22Rik,0,0,0,0,0,0,0,0
4930423C22Rik,0,0,0,0,0,0,0,0
4930426D05Rik,1,0,1,0,0,0,0,0
4930426I24Rik,2,1,2,0,0,0,1,1
4930426L09Rik,30,29,29,34,28,20,43,23
4930427A07Rik,195,116,142,114,124,87,166,123
4930428N03Rik,0,1,0,0,0,0,0,0
4930429F24Rik,5,2,5,5,8,6,4,7
4930430E12Rik,0,0,0,0,0,0,0,1
4930430F08Rik,154,145,144,106,124,106,159,111
4930431P03Rik,1120,39,887,43,960,45,878,46
4930432B10Rik,0,1,0,2,0,1,0,1
4930432E11Rik,0,0,0,0,0,0,0,0
4930432K21Rik,39,110,40,100,37,75,28,74
4930432L08Rik,0,0,0,0,0,0,0,0
4930433N12Rik,0,0,0,0,0,0,0,0
4930435H24Rik,0,0,0,0,0,0,0,0
4930438A08Rik,1,1,0,0,0,0,0,1
4930439D14Rik,1,3,3,0,0,4,2,4
4930440I19Rik,0,0,0,0,0,0,0,0
4930442H23Rik,0,0,0,0,0,0,0,0
4930444A19Rik,2,2,0,0,0,0,1,1
4930444G20Rik,0,0,0,0,0,0,0,0
4930444M15Rik,0,0,0,0,0,0,0,0
4930444P10Rik,0,0,0,0,0,0,0,1
4930445N18Rik,0,0,0,0,0,0,0,0
4930447C04Rik,0,0,0,0,0,0,0,0
4930447F24Rik,1,0,1,0,1,0,0,0
4930448E22Rik,0,0,0,0,0,0,0,0
4930448K20Rik,2,1,1,0,0,1,1,1
4930451G09Rik,11,17,13,18,11,12,9,11
4930451I11Rik,0,0,0,0,0,0,1,0
4930452B06Rik,92,6,60,0,67,8,55,2
4930453H23Rik,0,0,0,0,0,0,0,0
4930453N24Rik,914,1630,1059,1317,1013,1453,978,1640
4930455B14Rik,0,0,0,0,0,0,1,0
4930455D15Rik,0,0,0,0,0,0,0,0
4930455G09Rik,0,0,0,0,1,0,0,0
4930456G14Rik,12,0,8,0,15,0,13,0
4930458D05Rik,3,0,2,0,1,1,2,0
4930465K10Rik,0,0,0,0,0,0,0,0
4930465M20Rik,1,0,2,0,0,0,0,2
4930467E23Rik,0,0,0,0,0,0,0,0
4930467K11Rik,0,0,0,0,0,0,0,0
4930469G21Rik,0,1,0,0,0,0,0,1
4930469K13Rik,8,2,8,0,7,0,8,1
4930470G03Rik,0,2,2,0,0,0,3,0
4930471C04Rik,0,0,1,0,0,1,0,0
4930471M09Rik,1,0,0,0,0,0,0,0
4930473A02Rik,0,0,1,0,0,1,0,0
4930479D17Rik,2,3,0,3,3,3,2,4
4930480K23Rik,85,109,57,88,40,86,50,96
4930481A15Rik,427,439,463,377,373,328,461,360
4930481B07Rik,14,26,16,29,18,30,19,43
4930483J18Rik,0,1,4,0,1,0,1,0
4930483K19Rik,0,0,0,0,0,0,0,0
4930486L24Rik,13,41,27,34,12,35,26,38
4930500F10Rik,4,1,1,3,3,2,1,0
4930500M09Rik,1,0,0,1,0,1,0,0
4930502E09Rik,2,0,0,2,0,0,0,0
4930502E18Rik,1,0,0,0,0,0,0,0
4930503B20Rik,0,0,0,1,0,0,0,0
4930503L19Rik,698,308,644,307,658,257,725,252
4930503O07Rik,0,0,1,0,0,0,0,0
4930505K14Rik,0,0,0,0,0,0,0,0
4930505N22Rik,0,0,0,1,1,0,0,0
4930506C21Rik,0,2,3,0,3,2,1,0
4930507D05Rik,0,0,1,0,0,1,0,0
4930509E16Rik,2,7,2,6,5,7,3,5
4930509G22Rik,7,5,10,2,7,6,8,7
4930510E17Rik,0,0,0,0,0,0,0,0
4930511A02Rik,0,0,0,0,0,0,0,0
4930512B01Rik,3,0,1,0,0,0,0,0
4930513N10Rik,20,13,17,16,20,12,14,23
4930515G01Rik,21,19,22,8,18,10,20,11
4930517J16Rik,2,0,2,0,8,0,0,0
4930517O19Rik,2,0,1,0,3,0,1,0
4930518I15Rik,56,31,38,15,54,39,53,42
4930519F09Rik,0,1,1,0,1,1,0,2
4930519G04Rik,0,1,0,0,0,0,0,0
4930519P11Rik,3,4,1,2,3,1,3,4
4930520O04Rik,68,8,69,6,52,4,61,3
4930522L14Rik,216,205,224,187,212,205,193,178
4930523C07Rik,2148,5220,2119,4331,2030,4264,1859,4125
4930524B15Rik,0,4,1,1,0,1,0,2
4930524J08Rik,0,0,4,2,3,1,1,1
4930524O07Rik,11,20,7,5,8,16,12,7
4930525G20Rik,2,0,0,0,0,1,0,0
4930526A20Rik,0,0,1,2,0,1,2,0
4930532G15Rik,0,0,2,0,1,0,4,0
4930534D22Rik,0,0,2,0,0,0,0,0
4930535E02Rik,1,0,3,0,4,1,5,0
4930535I16Rik,0,0,0,0,0,0,0,0
4930535L15Rik,0,0,0,1,1,1,0,0
4930538K18Rik,5,4,1,2,6,1,7,3
4930539E08Rik,113,62,75,52,86,51,79,55
4930539J05Rik,26,11,8,22,11,9,19,15
4930540M05Rik,0,1,0,0,0,0,1,0
4930542C12Rik,4,0,0,0,2,1,1,1
4930544D05Rik,3,2,2,1,1,0,0,2
4930544G11Rik,0,0,0,0,0,0,0,0
4930544I03Rik,0,0,0,0,0,0,0,0
4930546C10Rik,0,1,0,0,1,4,1,8
4930547M16Rik,3,0,1,0,0,0,0,0
4930548H24Rik,1,0,1,1,1,1,0,1
4930550C14Rik,12,4,8,3,3,6,2,2
4930550L24Rik,0,0,0,0,1,0,4,0
4930551O13Rik,0,0,0,0,0,0,0,0
4930552P12Rik,1,0,1,0,4,1,2,0
4930553M12Rik,0,0,1,0,0,3,0,1
4930554G24Rik,1,0,0,0,0,0,0,0
4930555B11Rik,0,0,0,0,0,0,0,0
4930555G01Rik,0,0,0,0,0,0,0,0
4930555K19Rik,0,0,0,0,0,0,0,0
4930556G01Rik,0,0,1,0,0,0,0,0
4930556I23Rik,2,3,3,4,4,1,2,1
4930556J24Rik,0,0,1,0,0,0,0,1
4930556M19Rik,2,0,1,0,3,0,2,0
4930558J18Rik,140,0,104,0,88,2,104,0
4930558K02Rik,2,2,0,0,0,0,0,2
4930562C15Rik,0,0,0,0,0,0,0,0
4930562D21Rik,0,0,0,0,0,0,0,0
4930562F07Rik,0,2,1,4,0,0,1,1
4930563E18Rik,0,0,0,0,0,0,0,0
4930563E22Rik,12,13,11,10,13,10,13,10
4930564D02Rik,0,0,0,0,1,0,0,0
4930565N06Rik,1,0,0,0,0,0,0,0
4930566F21Rik,0,0,1,0,0,0,0,0
4930568A12Rik,25,8,25,2,24,6,18,7
4930568G15Rik,0,0,0,0,0,0,0,0
4930570G19Rik,0,0,0,0,0,0,0,0
4930570N18Rik,16,17,10,22,9,21,18,13
4930577N17Rik,24,15,25,17,22,2,22,10
4930578M01Rik,1,2,1,2,3,1,1,0
4930579C12Rik,9,0,5,0,12,0,8,1
4930579F01Rik,0,0,0,0,1,0,0,0
4930579G18Rik,2,1,0,0,1,0,0,0
4930579G24Rik,90,140,89,108,67,100,84,95
4930579K19Rik,2,6,2,5,2,7,9,7
4930579O11Rik,0,0,0,0,0,0,0,0
4930581F22Rik,579,452,589,453,532,413,598,523
4930583I09Rik,0,0,0,0,1,0,0,0
4930583K01Rik,1,2,0,1,0,1,0,0
4930590J08Rik,1,2,1,0,0,0,1,0
4930594C11Rik,3,1,2,13,4,3,2,4
4930594M22Rik,6,11,10,8,3,18,12,6
4930595D18Rik,1,0,0,0,0,0,0,0
4930597A21Rik,0,1,0,0,0,0,0,0
4930597O21Rik,0,1,0,0,0,0,0,0
4930598A11Rik,0,0,0,0,0,0,0,0
4930598F16Rik,2,0,1,0,0,0,0,0
4930599N23Rik,10,2,8,3,8,6,5,4
4931403E22Rik,3,1,2,1,2,1,0,1
4931403G20Rik,0,0,0,0,0,0,1,0
4931406C07Rik,164,98,131,70,112,81,129,61
4931406G06Rik,0,0,0,0,0,0,0,0
4931406P16Rik,1104,1072,1026,947,1091,936,1033,981
4931408C20Rik,0,0,1,0,0,0,0,0
4931409K22Rik,0,0,0,0,0,0,0,1
4931414P19Rik,78,89,90,74,64,74,100,90
4931415C17Rik,15,4,8,8,9,4,8,5
4931422A03Rik,0,0,0,0,0,0,0,0
4931423N10Rik,0,1,0,0,1,1,0,0
4931428F04Rik,84,177,80,102,68,114,64,98
4931428L18Rik,0,0,0,0,0,0,0,0
4931429I11Rik,0,0,0,0,0,0,0,0
4931431C16Rik,0,0,0,0,1,0,0,0
4931440F15Rik,1,1,0,0,0,0,1,0
4931440J10Rik,1,0,2,0,0,0,0,0
4931440P22Rik,12,8,13,9,17,5,25,10
4932411N23Rik,0,0,0,0,0,0,0,0
4932412D23Rik,0,0,0,0,0,0,1,0
4932416K20Rik,0,0,0,0,0,0,0,0
4932418E24Rik,0,0,1,0,0,0,0,0
4932431P20Rik,0,0,0,0,1,0,1,0
4932438A13Rik,8337,12908,6119,9882,7484,8720,7569,10970
4932438H23Rik,7,9,4,13,7,8,7,5
4932442E05Rik,0,0,1,0,0,1,0,0
4932442L08Rik,0,0,1,0,0,0,0,0
4932443L11Rik,3,0,0,0,2,1,1,0
4932702P03Rik,1,0,0,0,0,0,0,0
4933401B06Rik,0,0,0,0,0,0,0,0
4933402P03Rik,0,0,0,0,0,0,0,0
4933404O12Rik,158,93,175,98,142,101,125,100
4933405D12Rik,0,0,0,0,0,0,0,1
4933405L10Rik,0,0,0,0,0,0,0,0
4933405O20Rik,0,0,0,0,0,0,0,0
4933406C10Rik,20,5,10,12,10,9,11,4
4933406I18Rik,3,9,0,14,7,12,8,15
4933406P04Rik,8,9,11,8,11,7,10,6
4933407K13Rik,167,110,165,83,147,81,168,88
4933407L21Rik,5,1,3,0,1,2,1,1
4933408B17Rik,6,10,6,3,6,3,10,12
4933408J17Rik,0,1,0,2,0,1,2,2
4933408N05Rik,7,1,2,0,2,0,2,1
4933409D19Rik,1,0,0,0,0,0,0,0
4933411G11Rik,0,0,0,1,0,0,0,0
4933411K16Rik,0,0,0,0,0,1,0,0
4933412A08Rik,0,1,0,0,0,0,0,0
4933412E24Rik,0,0,0,0,1,0,0,0
4933413C19Rik,0,0,0,0,2,0,0,0
4933413G19Rik,0,0,0,0,0,0,0,0
4933413J09Rik,0,0,0,0,0,0,0,0
4933415A04Rik,0,0,1,1,0,0,0,6
4933416M07Rik,0,0,0,0,1,0,1,0
4933417A18Rik,0,0,0,0,0,0,0,0
4933417C20Rik,4,7,5,4,1,2,4,1
4933417D19Rik,2,5,1,2,1,6,2,3
4933421A08Rik,1,1,4,1,2,0,1,0
4933421I07Rik,0,1,0,1,0,0,0,2
4933421O10Rik,108,87,61,76,71,64,67,67
4933423P22Rik,1,0,0,0,0,0,0,0
4933424G06Rik,0,0,0,0,0,1,0,0
4933424M12Rik,5,1,7,1,6,1,5,0
4933425L06Rik,0,0,0,0,0,0,0,1
4933426K07Rik,0,0,0,2,0,1,0,0
4933427D06Rik,0,0,0,0,0,0,0,0
4933427D14Rik,1089,355,898,361,979,347,1022,392
4933427E11Rik,1,3,2,0,2,0,1,0
4933427G17Rik,3,5,0,5,1,6,2,11
4933427G23Rik,0,0,1,0,1,0,0,0
4933427I04Rik,0,0,0,0,0,0,0,0
4933429H19Rik,1,0,3,1,0,3,2,2
4933430I17Rik,9,12,5,10,8,8,6,4
4933431E20Rik,14,0,4,0,11,0,11,0
4933431K14Rik,40,52,49,70,57,43,31,57
4933431K23Rik,0,0,0,0,0,0,0,1
4933433C11Rik,0,0,0,0,0,1,0,0
4933433G15Rik,6,7,4,15,4,13,6,19
4933434E20Rik,1951,1738,2069,1662,1900,1666,1964,1675
4933438A12Rik,0,0,0,0,0,0,0,0
4933439C10Rik,311,138,298,180,305,165,332,171
4933439K11Rik,18,16,14,21,18,17,16,17
4933440M02Rik,0,8,0,3,0,10,0,5
4933440N22Rik,6,9,5,7,9,5,6,10
5031414D18Rik,81,5,51,1,71,1,49,1
5031415H12Rik,0,0,0,0,0,0,0,0
5031425E22Rik,348,487,329,454,294,450,321,461
5031425F14Rik,1,2,4,3,5,3,4,2
5031434C07Rik,0,0,0,0,0,0,0,0
5031434O11Rik,145,162,142,154,132,168,155,184
5031439G07Rik,671,611,666,588,646,577,590,550
5033403F01Rik,5,2,6,4,4,5,6,9
5033417F24Rik,13,12,20,11,12,3,10,16
5033423K11Rik,0,0,0,0,0,0,0,0
5033428I22Rik,1,0,0,0,0,0,1,0
5033430I15Rik,39,2,33,4,31,3,37,3
5330406M23Rik,2,0,0,2,1,1,1,0
5330416C01Rik,0,0,0,0,0,0,0,0
5330417C22Rik,253,0,206,2,288,0,187,1
5330426P16Rik,602,262,561,288,654,270,604,280
5330434G04Rik,1,0,2,0,0,0,0,0
5330438D12Rik,55,61,54,95,55,70,58,92
5330439K02Rik,2,9,3,6,0,4,4,5
5430400D12Rik,1,3,1,0,0,0,2,2
5430402O13Rik,15,24,10,28,9,18,10,12
5430403G16Rik,244,267,254,191,216,230,240,209
5430405H02Rik,181,122,147,117,174,77,172,119
5430416N02Rik,215,241,163,260,223,240,210,319
5430420F09Rik,0,0,0,0,0,0,0,0
5430421N21Rik,85,0,140,0,96,0,99,1
5430427O19Rik,27,1,24,0,20,3,25,2
5530400K19Rik,14,0,1,0,10,0,3,0
5530401A14Rik,0,0,0,0,0,0,0,0
5530601H04Rik,431,250,461,222,391,219,460,224
5730403I07Rik,0,4,0,2,0,1,0,0
5730405O15Rik,37,38,23,33,27,25,30,23
5730409E04Rik,188,0,157,3,212,4,150,4
5730416F02Rik,0,0,2,0,0,0,0,0
5730420D15Rik,0,0,0,0,0,0,0,0
5730422E09Rik,3,5,8,6,4,5,4,3
5730435O14Rik,0,0,1,0,0,0,0,0
5730455P16Rik,488,417,388,322,324,311,340,314
5730460C07Rik,0,0,0,0,0,0,0,0
5730507C01Rik,4,0,1,0,0,0,1,0
5730508B09Rik,104,157,96,186,73,156,84,158
5730522E02Rik,0,0,0,0,0,0,0,0
5730559C18Rik,1,0,1,0,3,0,1,0
5830405F06Rik,443,772,606,719,693,666,696,532
5830411N06Rik,5,0,12,4,2,2,4,3
5830415B17Rik,4,2,3,2,3,1,2,0
5830415F09Rik,204,427,261,418,219,374,217,376
5830416P10Rik,952,433,988,363,837,388,1001,450
5830417I10Rik,637,807,530,653,516,615,566,678
5830418P13Rik,1,3,0,4,0,3,0,3
5830428H23Rik,1158,833,978,766,1150,731,1216,900
5830432E09Rik,167,81,192,89,174,114,189,106
5830444B04Rik,136,88,176,74,84,39,140,103
5830444F18Rik,0,2,0,0,0,5,0,1
5830454E08Rik,22,35,26,39,29,36,27,33
5830462I19Rik,0,0,0,0,0,0,1,0
5830468F06Rik,47,494,99,399,68,438,98,466
5830473C10Rik,0,0,1,0,0,0,0,0
5930403N24Rik,0,1,0,0,0,0,0,0
5930412G12Rik,8,1,11,0,6,1,1,0
5930422O12Rik,1,0,0,0,0,0,2,1
6030408B16Rik,3,3,0,1,0,1,2,0
6030419C18Rik,0,0,0,0,0,0,0,0
6030442K20Rik,12,15,8,8,6,6,1,5
6030443J06Rik,35,21,13,25,37,14,20,32
6030445D17Rik,4,3,3,2,2,1,3,6
6030458C11Rik,1041,1025,1049,859,994,820,1053,932
6030460B20Rik,1,0,0,0,1,1,1,0
6030468B19Rik,9,0,2,0,5,0,4,0
6230400D17Rik,33,44,41,44,35,31,34,34
6230415J03Rik,175,49,110,27,176,30,136,28
6330403A02Rik,1,0,1,0,2,0,0,0
6330403K07Rik,562,5,593,7,583,3,514,5
6330403L08Rik,0,0,1,0,0,0,0,0
6330403N20Rik,1,2,3,1,2,2,2,0
6330408A02Rik,287,154,272,155,254,125,305,135
6330409D20Rik,0,0,0,0,0,0,2,0
6330416G13Rik,871,1008,826,784,778,898,834,855
6330418K02Rik,86,58,121,68,76,49,96,69
6330549D23Rik,18,20,39,32,18,15,15,26
6330562C20Rik,9,2,6,1,3,3,7,1
6430511E19Rik,60,42,30,48,66,27,43,47
6430531B16Rik,4,0,2,0,2,0,3,0
6430548M08Rik,30,25,32,20,67,17,41,26
6430550D23Rik,24,22,21,14,14,20,20,12
6430562O15Rik,38,0,49,1,34,0,37,0
6430571L13Rik,41,9,33,6,19,5,11,8
6430573P05Rik,3,1,2,5,6,3,1,2
6430590A07Rik,15,9,3,6,9,5,5,8
6430628N08Rik,0,0,0,0,0,0,0,0
6430710C18Rik,0,0,0,0,0,0,0,0
6530401F13Rik,1,0,0,0,0,1,0,0
6530402F18Rik,549,348,564,325,629,307,666,384
6530409C15Rik,0,0,0,0,0,0,0,0
6720427I07Rik,49,66,66,56,50,85,64,84
6720464F23Rik,4,0,4,2,8,1,4,1
6720483E21Rik,1,1,2,1,2,0,0,0
6720489N17Rik,75,18,58,18,58,22,64,24
6820402A03Rik,6,5,3,0,5,1,3,5
6820408C15Rik,2,0,0,0,1,0,0,2
6820431F20Rik,142,141,128,108,137,122,139,118
7420461P10Rik,0,0,0,0,0,0,0,0
7530428D23Rik,0,0,0,0,0,0,0,0
8030423F21Rik,1,0,1,1,2,0,2,0
8030442B05Rik,1,0,0,0,1,0,0,1
8030451A03Rik,281,0,232,2,388,0,223,0
8030453O22Rik,0,0,0,0,0,0,0,0
8030462N17Rik,641,760,505,645,587,612,584,670
8030474K03Rik,2,8,0,0,7,15,0,0
8430408G22Rik,0,0,0,0,0,0,0,0
8430419L09Rik,586,1126,565,1030,473,1068,577,953
8430429K09Rik,81,103,63,79,58,66,60,68
8430432A02Rik,3,1,4,3,2,2,3,3
8430436N08Rik,0,0,0,0,0,0,0,0
9030407P20Rik,45,67,28,37,31,29,28,29
9030617O03Rik,165,400,202,363,179,331,178,315
9030619P08Rik,0,0,0,0,0,0,0,0
9030624G23Rik,1,1,2,1,1,0,0,0
9030624J02Rik,1764,1584,1765,1360,1780,1386,1840,1459
9130008F23Rik,5,0,3,0,0,1,2,0
9130011E15Rik,321,395,293,315,312,294,265,284
9130019O22Rik,128,160,111,130,107,125,101,113
9130019P16Rik,0,0,0,0,0,0,0,0
9130023H24Rik,241,143,204,80,229,85,203,85
9130204K15Rik,0,0,0,0,0,0,0,0
9130208D14Rik,2,1,2,3,7,3,0,1
9130213A22Rik,5,0,8,0,5,0,7,0
9130221H12Rik,356,414,416,389,364,452,361,415
9130230L23Rik,0,0,0,0,0,0,2,0
9130230N09Rik,25,19,33,18,21,22,21,16
9130401M01Rik,166,156,185,149,187,142,158,138
9130409I23Rik,1,0,0,0,0,0,0,0
9130410C08Rik,0,0,0,0,0,0,0,0
9230020A06Rik,0,0,0,0,0,0,0,0
9230102O04Rik,4,0,1,0,1,0,0,0
9230104M06Rik,2,1,4,0,1,3,0,1
9230105E05Rik,0,0,1,0,0,0,0,0
9230106D20Rik,0,0,0,0,0,0,0,0
9230109A22Rik,0,0,0,0,0,0,0,0
9230110C19Rik,14,12,11,4,12,1,12,5
9230111E07Rik,114,43,93,40,96,47,90,45
9230112E08Rik,183,155,171,138,173,145,177,164
9230114K14Rik,6,16,3,9,7,11,7,10
9230116N13Rik,40,37,36,45,34,35,28,32
9230117E06Rik,0,0,0,0,0,0,0,0
9330020H09Rik,24,48,23,46,18,35,24,51
9330104G04Rik,5,1,3,2,1,1,3,0
9330111N05Rik,2,0,2,0,6,0,1,1
9330132A10Rik,11,0,10,0,12,0,2,0
9330133O14Rik,165,178,131,150,112,173,106,131
9330136K24Rik,1,1,3,3,0,1,5,0
9330151L19Rik,217,153,286,211,254,209,290,251
9330154J02Rik,0,0,0,0,1,0,0,0
9330154K18Rik,0,2,1,0,0,0,0,0
9330159F19Rik,0,0,0,0,0,0,0,0
9330159M07Rik,7,0,5,0,7,0,1,0
9330160F10Rik,13,18,13,10,15,7,18,17
9330161L09Rik,23,5,13,7,10,9,18,8
9330162012Rik,6,5,1,2,4,0,2,3
9330175E14Rik,440,752,502,691,470,694,460,758
9330179D12Rik,59,27,35,16,52,22,31,7
9330182L06Rik,0,0,0,0,0,1,0,2
9330198N18Rik,13,9,11,8,9,7,11,6
9430002A10Rik,10,3,5,7,1,2,5,7
9430015G10Rik,719,576,725,610,722,593,857,726
9430016H08Rik,280,321,261,280,265,272,226,257
9430020K01Rik,0,1,0,0,0,1,0,1
9430025C20Rik,0,0,1,1,0,0,1,0
9430034N14Rik,4,2,5,4,4,6,5,3
9430037G07Rik,3,0,1,0,1,0,4,0
9430037O13Rik,1,0,1,0,2,0,0,0
9430038I01Rik,51,109,53,85,36,96,54,63
9430041J12Rik,0,0,0,0,0,0,0,0
9430060I03Rik,0,3,2,1,1,3,0,3
9430062P05Rik,0,0,0,0,0,0,0,0
9430065F17Rik,7,7,6,5,11,3,10,8
9430069I07Rik,0,0,0,0,0,0,0,0
9430087J23Rik,3,2,2,0,4,0,1,0
9430091E24Rik,82,83,101,65,80,61,98,95
9430097D07Rik,1,0,3,0,0,0,2,0
9430098F02Rik,0,0,0,0,0,1,0,0
9530022L04Rik,1,0,0,0,0,0,0,1
9530026P05Rik,0,0,0,0,0,0,0,0
9530027J09Rik,0,0,2,5,3,1,4,0
9530036M11Rik,17,0,14,0,8,0,11,0
9530046B11Rik,1,0,0,2,0,0,1,0
9530051G07Rik,1,0,0,1,3,0,5,0
9530052C20Rik,4,5,3,2,3,4,3,7
9530052E02Rik,2,0,0,1,0,0,0,1
9530053A07Rik,0,0,0,0,1,0,0,0
9530056K15Rik,0,0,1,1,1,1,2,0
9530068E07Rik,2397,1676,2372,1496,2307,1463,2097,1453
9530077C05Rik,8,0,10,0,5,1,6,0
9530080O11Rik,1,2,1,2,1,1,0,1
9530082P21Rik,60,27,42,25,45,14,46,18
9630010A21Rik,2,0,0,0,1,0,1,0
9630013D21Rik,125,1,105,3,104,3,120,1
9630013K17Rik,0,2,0,0,0,0,0,1
9630028B13Rik,0,0,0,0,0,0,0,0
9830107B12Rik,0,0,0,0,0,0,0,0
9830144P21Rik,0,0,0,3,0,0,0,0
9830147E19Rik,280,17,230,19,283,31,251,32
9930004E17Rik,3,0,1,0,3,1,3,2
9930012K11Rik,113,241,193,216,130,220,146,225
9930014A18Rik,41,38,53,34,32,23,29,24
9930021J03Rik,1048,1295,972,1192,1195,1140,1135,1250
9930022D16Rik,12,3,8,1,18,2,11,2
9930104L06Rik,525,443,521,454,496,444,556,427
9930111J21Rik1,671,1059,442,887,693,786,606,938
9930111J21Rik2,1406,2190,1292,2063,1628,1857,1691,2252
A030012G06Rik,0,0,0,0,0,0,0,0
A130006I12Rik,7,5,3,7,5,3,3,5
A130010J15Rik,141,255,149,222,159,244,142,205
A130014A01Rik,52,72,60,80,52,64,55,75
A130023I24Rik,0,1,0,0,0,0,0,0
A130048G24Rik,0,1,1,1,2,1,3,0
A130050O07Rik,0,0,0,0,0,0,0,0
A130051J06Rik,14,46,22,21,19,23,22,30
A130057D12Rik,1,0,0,3,0,0,0,2
A130071D04Rik,14,11,32,16,21,19,27,74
A1cf,1,1,1,1,0,0,4,2
A230005M16Rik,14,0,8,2,14,0,6,0
A230006K03Rik,0,0,0,0,0,0,0,0
A230020J21Rik,0,1,0,1,0,1,0,1
A230028O05Rik,4,1,4,0,1,1,2,1
A230046K03Rik,1167,2201,1140,2027,1211,1911,1247,2122
A230050P20Rik,1686,682,1691,766,1661,805,1571,807
A230056P14Rik,3,4,12,4,14,6,12,1
