gene_name,B6-1-Tfh,B6-2-Tfh,B6-3-Tfh,B6-4-Tfh,B6-1-Tn,B6-2-Tn,B6-3-Tn,B6-4-Tn
3110062M04Rik,246,297,272,311,135,151,139,185
3110067C02Rik,9,7,7,8,2,1,2,3
3110070M22Rik,9,7,4,5,4,0,6,0
3110079O15Rik,0,0,0,1,0,0,0,0
3110080O07Rik,0,0,0,0,0,0,0,0
3110082I17Rik,61,55,42,51,46,47,49,43
3110083C13Rik,11,9,8,7,5,2,6,6
3222401L13Rik,19,19,15,11,3,5,9,3
3300002I08Rik,35,26,29,19,23,36,30,45
3300005D01Rik,1,2,1,3,15,10,12,10
3425401B19Rik,0,0,1,0,0,0,0,0
3632451O06Rik,0,0,0,0,0,0,0,0
3632454L22Rik,0,0,0,1,0,0,0,0
3830403N18Rik,4,12,6,27,1,11,1,34
3830406C13Rik,798,861,699,754,504,424,380,357
3830408C21Rik,7,5,5,6,7,3,5,8
3830432H09Rik,1,0,0,0,0,0,0,0
3930402G23Rik,0,0,0,0,0,0,0,0
4430402I18Rik,2,2,4,2,3,2,1,2
4631405J19Rik,9,2,7,4,1,4,0,3
4632404H12Rik,283,228,241,269,452,368,411,516
4632411P08Rik,1,0,5,0,1,1,0,2
4632415L05Rik,507,450,479,435,497,442,418,409
4632427E13Rik,44,29,26,49,37,29,26,26
4632428C04Rik,2,2,2,0,0,0,0,0
4632428N05Rik,8360,9530,9121,9075,9197,7737,8014,8039
4632433K11Rik,66,64,59,56,56,29,44,41
4731419I09Rik,2,1,1,0,0,1,0,0
4732414G09Rik,1,2,0,0,0,0,1,0
4732419C18Rik,2,7,5,1,0,1,0,1
4732440D04Rik,123,77,95,124,97,94,101,134
4732456N10Rik,0,0,0,0,0,0,0,0
4732463B04Rik,0,0,0,0,0,0,0,0
4732465J04Rik,11,11,8,9,3,4,2,6
4732471J01Rik,11,6,11,10,5,11,5,17
4732487G21Rik,1,0,0,0,1,0,1,0
4732490B19Rik,7,5,9,4,8,5,7,2
4732491K20Rik,9,13,14,12,5,5,5,5
4831440E17Rik,12,6,10,10,9,16,17,15
4833407H14Rik,86,80,72,70,1,8,1,4
4833412C05Rik,1,2,1,0,0,0,0,0
4833412K13Rik,8,5,6,5,1,2,4,8
4833413E03Rik,2,2,3,0,2,2,3,3
4833417C18Rik,7,4,4,10,13,15,11,9
4833418N02Rik,19,12,8,13,36,23,24,20
4833420G17Rik,1939,1882,1736,1938,1941,1625,1661,1852
4833421G17Rik,0,0,0,0,0,0,0,0
4833422C13Rik,29,23,13,15,0,0,0,0
4833422M21Rik,1,0,0,0,0,0,1,0
4833423E24Rik,0,0,0,0,0,0,0,0
4833428L15Rik,0,0,0,0,0,0,0,0
4833439L19Rik,1235,1152,1181,1164,920,760,835,919
4833445I07Rik,15,17,18,11,13,7,8,11
4921504A21Rik,0,0,1,0,0,0,0,0
4921504E06Rik,0,0,0,0,0,0,0,0
4921507L20Rik,2,0,0,0,0,0,0,0
4921507P07Rik,30,26,27,24,37,33,40,32
4921508D12Rik,0,0,0,1,0,0,0,0
4921508M14Rik,0,0,0,0,0,0,0,0
4921513D11Rik,0,0,0,1,0,0,0,0
4921513I03Rik,1,0,0,0,0,0,0,0
4921514A10Rik,0,1,0,0,1,1,1,1
4921517D22Rik,0,1,0,1,22,9,6,8
4921518K17Rik,0,0,0,0,0,0,0,0
4921522P10Rik,0,0,0,0,0,0,0,0
4921523L03Rik,0,0,0,0,1,0,0,0
4921524J17Rik,399,426,355,389,287,251,212,229
4921528I07Rik,0,0,0,0,0,0,0,0
4921531C22Rik,68,50,50,57,61,64,40,34
4921536K21Rik,3,0,0,0,0,0,0,1
4922502D21Rik,0,0,0,0,0,0,0,0
4930402F06Rik,0,1,0,0,0,0,0,0
4930402H24Rik,563,507,630,572,477,429,408,481
4930403O15Rik,0,0,0,0,1,0,0,0
4930403P22Rik,2,0,0,2,0,0,0,1
4930404H24Rik,0,0,0,0,1,0,0,0
4930404I05Rik,0,1,0,1,0,0,0,0
4930404N11Rik,30,43,32,34,28,18,28,21
4930405A21Rik,2,2,5,6,8,3,1,3
4930405O22Rik,2,1,1,1,0,2,2,1
4930407I10Rik,0,0,0,0,0,0,0,1
4930412C18Rik,0,0,0,0,0,0,0,0
4930412F09Rik,0,0,0,0,0,0,0,0
4930412L05Rik,0,0,1,1,1,0,1,1
4930412M03Rik,16,18,12,8,10,5,12,11
4930412O13Rik,11,2,6,9,2,1,2,1
4930415F15Rik,4,5,1,6,8,9,6,19
4930415O20Rik,0,0,0,0,2,0,1,0
4930417H01Rik,1,0,1,0,5,1,2,0
4930422M22Rik,0,0,0,0,0,0,0,0
4930423C22Rik,0,0,0,0,0,0,0,0
4930426D05Rik,1,1,0,0,0,0,0,0
4930426I24Rik,2,2,0,1,1,0,0,1
4930426L09Rik,30,29,28,43,29,34,20,23
4930427A07Rik,195,142,124,166,116,114,87,123
4930428N03Rik,0,0,0,0,1,0,0,0
4930429F24Rik,5,5,8,4,2,5,6,7
4930430E12Rik,0,0,0,0,0,0,0,1
4930430F08Rik,154,144,124,159,145,106,106,111
4930431P03Rik,1120,887,960,878,39,43,45,46
4930432B10Rik,0,0,0,0,1,2,1,1
4930432E11Rik,0,0,0,0,0,0,0,0
4930432K21Rik,39,40,37,28,110,100,75,74
4930432L08Rik,0,0,0,0,0,0,0,0
4930433N12Rik,0,0,0,0,0,0,0,0
4930435H24Rik,0,0,0,0,0,0,0,0
4930438A08Rik,1,0,0,0,1,0,0,1
4930439D14Rik,1,3,0,2,3,0,4,4
4930440I19Rik,0,0,0,0,0,0,0,0
4930442H23Rik,0,0,0,0,0,0,0,0
4930444A19Rik,2,0,0,1,2,0,0,1
4930444G20Rik,0,0,0,0,0,0,0,0
4930444M15Rik,0,0,0,0,0,0,0,0
4930444P10Rik,0,0,0,0,0,0,0,1
4930445N18Rik,0,0,0,0,0,0,0,0
4930447C04Rik,0,0,0,0,0,0,0,0
4930447F24Rik,1,1,1,0,0,0,0,0
4930448E22Rik,0,0,0,0,0,0,0,0
4930448K20Rik,2,1,0,1,1,0,1,1
4930451G09Rik,11,13,11,9,17,18,12,11
4930451I11Rik,0,0,0,1,0,0,0,0
4930452B06Rik,92,60,67,55,6,0,8,2
4930453H23Rik,0,0,0,0,0,0,0,0
4930453N24Rik,914,1059,1013,978,1630,1317,1453,1640
4930455B14Rik,0,0,0,1,0,0,0,0
4930455D15Rik,0,0,0,0,0,0,0,0
4930455G09Rik,0,0,1,0,0,0,0,0
4930456G14Rik,12,8,15,13,0,0,0,0
4930458D05Rik,3,2,1,2,0,0,1,0
4930465K10Rik,0,0,0,0,0,0,0,0
4930465M20Rik,1,2,0,0,0,0,0,2
4930467E23Rik,0,0,0,0,0,0,0,0
4930467K11Rik,0,0,0,0,0,0,0,0
4930469G21Rik,0,0,0,0,1,0,0,1
4930469K13Rik,8,8,7,8,2,0,0,1
4930470G03Rik,0,2,0,3,2,0,0,0
4930471C04Rik,0,1,0,0,0,0,1,0
4930471M09Rik,1,0,0,0,0,0,0,0
4930473A02Rik,0,1,0,0,0,0,1,0
4930479D17Rik,2,0,3,2,3,3,3,4
4930480K23Rik,85,57,40,50,109,88,86,96
4930481A15Rik,427,463,373,461,439,377,328,360
4930481B07Rik,14,16,18,19,26,29,30,43
4930483J18Rik,0,4,1,1,1,0,0,0
4930483K19Rik,0,0,0,0,0,0,0,0
4930486L24Rik,13,27,12,26,41,34,35,38
4930500F10Rik,4,1,3,1,1,3,2,0
4930500M09Rik,1,0,0,0,0,1,1,0
4930502E09Rik,2,0,0,0,0,2,0,0
4930502E18Rik,1,0,0,0,0,0,0,0
4930503B20Rik,0,0,0,0,0,1,0,0
4930503L19Rik,698,644,658,725,308,307,257,252
4930503O07Rik,0,1,0,0,0,0,0,0
4930505K14Rik,0,0,0,0,0,0,0,0
4930505N22Rik,0,0,1,0,0,1,0,0
4930506C21Rik,0,3,3,1,2,0,2,0
4930507D05Rik,0,1,0,0,0,0,1,0
4930509E16Rik,2,2,5,3,7,6,7,5
4930509G22Rik,7,10,7,8,5,2,6,7
4930510E17Rik,0,0,0,0,0,0,0,0
4930511A02Rik,0,0,0,0,0,0,0,0
4930512B01Rik,3,1,0,0,0,0,0,0
4930513N10Rik,20,17,20,14,13,16,12,23
4930515G01Rik,21,22,18,20,19,8,10,11
4930517J16Rik,2,2,8,0,0,0,0,0
4930517O19Rik,2,1,3,1,0,0,0,0
4930518I15Rik,56,38,54,53,31,15,39,42
4930519F09Rik,0,1,1,0,1,0,1,2
4930519G04Rik,0,0,0,0,1,0,0,0
4930519P11Rik,3,1,3,3,4,2,1,4
4930520O04Rik,68,69,52,61,8,6,4,3
4930522L14Rik,216,224,212,193,205,187,205,178
4930523C07Rik,2148,2119,2030,1859,5220,4331,4264,4125
4930524B15Rik,0,1,0,0,4,1,1,2
4930524J08Rik,0,4,3,1,0,2,1,1
4930524O07Rik,11,7,8,12,20,5,16,7
4930525G20Rik,2,0,0,0,0,0,1,0
4930526A20Rik,0,1,0,2,0,2,1,0
4930532G15Rik,0,2,1,4,0,0,0,0
4930534D22Rik,0,2,0,0,0,0,0,0
4930535E02Rik,1,3,4,5,0,0,1,0
4930535I16Rik,0,0,0,0,0,0,0,0
4930535L15Rik,0,0,1,0,0,1,1,0
4930538K18Rik,5,1,6,7,4,2,1,3
4930539E08Rik,113,75,86,79,62,52,51,55
4930539J05Rik,26,8,11,19,11,22,9,15
4930540M05Rik,0,0,0,1,1,0,0,0
4930542C12Rik,4,0,2,1,0,0,1,1
4930544D05Rik,3,2,1,0,2,1,0,2
4930544G11Rik,0,0,0,0,0,0,0,0
4930544I03Rik,0,0,0,0,0,0,0,0
4930546C10Rik,0,0,1,1,1,0,4,8
4930547M16Rik,3,1,0,0,0,0,0,0
4930548H24Rik,1,1,1,0,0,1,1,1
4930550C14Rik,12,8,3,2,4,3,6,2
4930550L24Rik,0,0,1,4,0,0,0,0
4930551O13Rik,0,0,0,0,0,0,0,0
4930552P12Rik,1,1,4,2,0,0,1,0
4930553M12Rik,0,1,0,0,0,0,3,1
4930554G24Rik,1,0,0,0,0,0,0,0
4930555B11Rik,0,0,0,0,0,0,0,0
4930555G01Rik,0,0,0,0,0,0,0,0
4930555K19Rik,0,0,0,0,0,0,0,0
4930556G01Rik,0,1,0,0,0,0,0,0
4930556I23Rik,2,3,4,2,3,4,1,1
4930556J24Rik,0,1,0,0,0,0,0,1
4930556M19Rik,2,1,3,2,0,0,0,0
4930558J18Rik,140,104,88,104,0,0,2,0
4930558K02Rik,2,0,0,0,2,0,0,2
4930562C15Rik,0,0,0,0,0,0,0,0
4930562D21Rik,0,0,0,0,0,0,0,0
4930562F07Rik,0,1,0,1,2,4,0,1
4930563E18Rik,0,0,0,0,0,0,0,0
4930563E22Rik,12,11,13,13,13,10,10,10
4930564D02Rik,0,0,1,0,0,0,0,0
4930565N06Rik,1,0,0,0,0,0,0,0
4930566F21Rik,0,1,0,0,0,0,0,0
4930568A12Rik,25,25,24,18,8,2,6,7
4930568G15Rik,0,0,0,0,0,0,0,0
4930570G19Rik,0,0,0,0,0,0,0,0
4930570N18Rik,16,10,9,18,17,22,21,13
4930577N17Rik,24,25,22,22,15,17,2,10
4930578M01Rik,1,1,3,1,2,2,1,0
4930579C12Rik,9,5,12,8,0,0,0,1
4930579F01Rik,0,0,1,0,0,0,0,0
4930579G18Rik,2,0,1,0,1,0,0,0
4930579G24Rik,90,89,67,84,140,108,100,95
4930579K19Rik,2,2,2,9,6,5,7,7
4930579O11Rik,0,0,0,0,0,0,0,0
4930581F22Rik,579,589,532,598,452,453,413,523
4930583I09Rik,0,0,1,0,0,0,0,0
4930583K01Rik,1,0,0,0,2,1,1,0
4930590J08Rik,1,1,0,1,2,0,0,0
4930594C11Rik,3,2,4,2,1,13,3,4
4930594M22Rik,6,10,3,12,11,8,18,6
4930595D18Rik,1,0,0,0,0,0,0,0
4930597A21Rik,0,0,0,0,1,0,0,0
4930597O21Rik,0,0,0,0,1,0,0,0
4930598A11Rik,0,0,0,0,0,0,0,0
4930598F16Rik,2,1,0,0,0,0,0,0
4930599N23Rik,10,8,8,5,2,3,6,4
4931403E22Rik,3,2,2,0,1,1,1,1
4931403G20Rik,0,0,0,1,0,0,0,0
4931406C07Rik,164,131,112,129,98,70,81,61
4931406G06Rik,0,0,0,0,0,0,0,0
4931406P16Rik,1104,1026,1091,1033,1072,947,936,981
4931408C20Rik,0,1,0,0,0,0,0,0
4931409K22Rik,0,0,0,0,0,0,0,1
4931414P19Rik,78,90,64,100,89,74,74,90
4931415C17Rik,15,8,9,8,4,8,4,5
4931422A03Rik,0,0,0,0,0,0,0,0
4931423N10Rik,0,0,1,0,1,0,1,0
4931428F04Rik,84,80,68,64,177,102,114,98
4931428L18Rik,0,0,0,0,0,0,0,0
4931429I11Rik,0,0,0,0,0,0,0,0
4931431C16Rik,0,0,1,0,0,0,0,0
4931440F15Rik,1,0,0,1,1,0,0,0
4931440J10Rik,1,2,0,0,0,0,0,0
4931440P22Rik,12,13,17,25,8,9,5,10
4932411N23Rik,0,0,0,0,0,0,0,0
4932412D23Rik,0,0,0,1,0,0,0,0
4932416K20Rik,0,0,0,0,0,0,0,0
4932418E24Rik,0,1,0,0,0,0,0,0
4932431P20Rik,0,0,1,1,0,0,0,0
4932438A13Rik,8337,6119,7484,7569,12908,9882,8720,10970
4932438H23Rik,7,4,7,7,9,13,8,5
4932442E05Rik,0,1,0,0,0,0,1,0
4932442L08Rik,0,1,0,0,0,0,0,0
4932443L11Rik,3,0,2,1,0,0,1,0
4932702P03Rik,1,0,0,0,0,0,0,0
4933401B06Rik,0,0,0,0,0,0,0,0
4933402P03Rik,0,0,0,0,0,0,0,0
4933404O12Rik,158,175,142,125,93,98,101,100
4933405D12Rik,0,0,0,0,0,0,0,1
4933405L10Rik,0,0,0,0,0,0,0,0
4933405O20Rik,0,0,0,0,0,0,0,0
4933406C10Rik,20,10,10,11,5,12,9,4
4933406I18Rik,3,0,7,8,9,14,12,15
4933406P04Rik,8,11,11,10,9,8,7,6
4933407K13Rik,167,165,147,168,110,83,81,88
4933407L21Rik,5,3,1,1,1,0,2,1
4933408B17Rik,6,6,6,10,10,3,3,12
4933408J17Rik,0,0,0,2,1,2,1,2
4933408N05Rik,7,2,2,2,1,0,0,1
4933409D19Rik,1,0,0,0,0,0,0,0
4933411G11Rik,0,0,0,0,0,1,0,0
4933411K16Rik,0,0,0,0,0,0,1,0
4933412A08Rik,0,0,0,0,1,0,0,0
4933412E24Rik,0,0,1,0,0,0,0,0
4933413C19Rik,0,0,2,0,0,0,0,0
4933413G19Rik,0,0,0,0,0,0,0,0
4933413J09Rik,0,0,0,0,0,0,0,0
4933415A04Rik,0,1,0,0,0,1,0,6
4933416M07Rik,0,0,1,1,0,0,0,0
4933417A18Rik,0,0,0,0,0,0,0,0
4933417C20Rik,4,5,1,4,7,4,2,1
4933417D19Rik,2,1,1,2,5,2,6,3
4933421A08Rik,1,4,2,1,1,1,0,0
4933421I07Rik,0,0,0,0,1,1,0,2
4933421O10Rik,108,61,71,67,87,76,64,67
4933423P22Rik,1,0,0,0,0,0,0,0
4933424G06Rik,0,0,0,0,0,0,1,0
4933424M12Rik,5,7,6,5,1,1,1,0
4933425L06Rik,0,0,0,0,0,0,0,1
4933426K07Rik,0,0,0,0,0,2,1,0
4933427D06Rik,0,0,0,0,0,0,0,0
4933427D14Rik,1089,898,979,1022,355,361,347,392
4933427E11Rik,1,2,2,1,3,0,0,0
4933427G17Rik,3,0,1,2,5,5,6,11
4933427G23Rik,0,1,1,0,0,0,0,0
4933427I04Rik,0,0,0,0,0,0,0,0
4933429H19Rik,1,3,0,2,0,1,3,2
4933430I17Rik,9,5,8,6,12,10,8,4
4933431E20Rik,14,4,11,11,0,0,0,0
4933431K14Rik,40,49,57,31,52,70,43,57
4933431K23Rik,0,0,0,0,0,0,0,1
4933433C11Rik,0,0,0,0,0,0,1,0
4933433G15Rik,6,4,4,6,7,15,13,19
4933434E20Rik,1951,2069,1900,1964,1738,1662,1666,1675
4933438A12Rik,0,0,0,0,0,0,0,0
4933439C10Rik,311,298,305,332,138,180,165,171
4933439K11Rik,18,14,18,16,16,21,17,17
4933440M02Rik,0,0,0,0,8,3,10,5
4933440N22Rik,6,5,9,6,9,7,5,10
5031414D18Rik,81,51,71,49,5,1,1,1
5031415H12Rik,0,0,0,0,0,0,0,0
5031425E22Rik,348,329,294,321,487,454,450,461
5031425F14Rik,1,4,5,4,2,3,3,2
5031434C07Rik,0,0,0,0,0,0,0,0
5031434O11Rik,145,142,132,155,162,154,168,184
5031439G07Rik,671,666,646,590,611,588,577,550
5033403F01Rik,5,6,4,6,2,4,5,9
5033417F24Rik,13,20,12,10,12,11,3,16
5033423K11Rik,0,0,0,0,0,0,0,0
5033428I22Rik,1,0,0,1,0,0,0,0
5033430I15Rik,39,33,31,37,2,4,3,3
5330406M23Rik,2,0,1,1,0,2,1,0
5330416C01Rik,0,0,0,0,0,0,0,0
5330417C22Rik,253,206,288,187,0,2,0,1
5330426P16Rik,602,561,654,604,262,288,270,280
5330434G04Rik,1,2,0,0,0,0,0,0
5330438D12Rik,55,54,55,58,61,95,70,92
5330439K02Rik,2,3,0,4,9,6,4,5
5430400D12Rik,1,1,0,2,3,0,0,2
5430402O13Rik,15,10,9,10,24,28,18,12
5430403G16Rik,244,254,216,240,267,191,230,209
5430405H02Rik,181,147,174,172,122,117,77,119
5430416N02Rik,215,163,223,210,241,260,240,319
5430420F09Rik,0,0,0,0,0,0,0,0
5430421N21Rik,85,140,96,99,0,0,0,1
5430427O19Rik,27,24,20,25,1,0,3,2
5530400K19Rik,14,1,10,3,0,0,0,0
5530401A14Rik,0,0,0,0,0,0,0,0
5530601H04Rik,431,461,391,460,250,222,219,224
5730403I07Rik,0,0,0,0,4,2,1,0
5730405O15Rik,37,23,27,30,38,33,25,23
5730409E04Rik,188,157,212,150,0,3,4,4
5730416F02Rik,0,2,0,0,0,0,0,0
5730420D15Rik,0,0,0,0,0,0,0,0
5730422E09Rik,3,8,4,4,5,6,5,3
5730435O14Rik,0,1,0,0,0,0,0,0
5730455P16Rik,488,388,324,340,417,322,311,314
5730460C07Rik,0,0,0,0,0,0,0,0
5730507C01Rik,4,1,0,1,0,0,0,0
5730508B09Rik,104,96,73,84,157,186,156,158
5730522E02Rik,0,0,0,0,0,0,0,0
5730559C18Rik,1,1,3,1,0,0,0,0
5830405F06Rik,443,606,693,696,772,719,666,532
5830411N06Rik,5,12,2,4,0,4,2,3
5830415B17Rik,4,3,3,2,2,2,1,0
5830415F09Rik,204,261,219,217,427,418,374,376
5830416P10Rik,952,988,837,1001,433,363,388,450
5830417I10Rik,637,530,516,566,807,653,615,678
5830418P13Rik,1,0,0,0,3,4,3,3
5830428H23Rik,1158,978,1150,1216,833,766,731,900
5830432E09Rik,167,192,174,189,81,89,114,106
5830444B04Rik,136,176,84,140,88,74,39,103
5830444F18Rik,0,0,0,0,2,0,5,1
5830454E08Rik,22,26,29,27,35,39,36,33
5830462I19Rik,0,0,0,1,0,0,0,0
5830468F06Rik,47,99,68,98,494,399,438,466
5830473C10Rik,0,1,0,0,0,0,0,0
5930403N24Rik,0,0,0,0,1,0,0,0
5930412G12Rik,8,11,6,1,1,0,1,0
5930422O12Rik,1,0,0,2,0,0,0,1
6030408B16Rik,3,0,0,2,3,1,1,0
6030419C18Rik,0,0,0,0,0,0,0,0
6030442K20Rik,12,8,6,1,15,8,6,5
6030443J06Rik,35,13,37,20,21,25,14,32
6030445D17Rik,4,3,2,3,3,2,1,6
6030458C11Rik,1041,1049,994,1053,1025,859,820,932
6030460B20Rik,1,0,1,1,0,0,1,0
6030468B19Rik,9,2,5,4,0,0,0,0
6230400D17Rik,33,41,35,34,44,44,31,34
6230415J03Rik,175,110,176,136,49,27,30,28
6330403A02Rik,1,1,2,0,0,0,0,0
6330403K07Rik,562,593,583,514,5,7,3,5
6330403L08Rik,0,1,0,0,0,0,0,0
6330403N20Rik,1,3,2,2,2,1,2,0
6330408A02Rik,287,272,254,305,154,155,125,135
6330409D20Rik,0,0,0,2,0,0,0,0
6330416G13Rik,871,826,778,834,1008,784,898,855
6330418K02Rik,86,121,76,96,58,68,49,69
6330549D23Rik,18,39,18,15,20,32,15,26
6330562C20Rik,9,6,3,7,2,1,3,1
6430511E19Rik,60,30,66,43,42,48,27,47
6430531B16Rik,4,2,2,3,0,0,0,0
6430548M08Rik,30,32,67,41,25,20,17,26
6430550D23Rik,24,21,14,20,22,14,20,12
6430562O15Rik,38,49,34,37,0,1,0,0
6430571L13Rik,41,33,19,11,9,6,5,8
6430573P05Rik,3,2,6,1,1,5,3,2
6430590A07Rik,15,3,9,5,9,6,5,8
6430628N08Rik,0,0,0,0,0,0,0,0
6430710C18Rik,0,0,0,0,0,0,0,0
6530401F13Rik,1,0,0,0,0,0,1,0
6530402F18Rik,549,564,629,666,348,325,307,384
6530409C15Rik,0,0,0,0,0,0,0,0
6720427I07Rik,49,66,50,64,66,56,85,84
6720464F23Rik,4,4,8,4,0,2,1,1
6720483E21Rik,1,2,2,0,1,1,0,0
6720489N17Rik,75,58,58,64,18,18,22,24
6820402A03Rik,6,3,5,3,5,0,1,5
6820408C15Rik,2,0,1,0,0,0,0,2
6820431F20Rik,142,128,137,139,141,108,122,118
7420461P10Rik,0,0,0,0,0,0,0,0
7530428D23Rik,0,0,0,0,0,0,0,0
8030423F21Rik,1,1,2,2,0,1,0,0
8030442B05Rik,1,0,1,0,0,0,0,1
8030451A03Rik,281,232,388,223,0,2,0,0
8030453O22Rik,0,0,0,0,0,0,0,0
8030462N17Rik,641,505,587,584,760,645,612,670
8030474K03Rik,2,0,7,0,8,0,15,0
8430408G22Rik,0,0,0,0,0,0,0,0
8430419L09Rik,586,565,473,577,1126,1030,1068,953
8430429K09Rik,81,63,58,60,103,79,66,68
8430432A02Rik,3,4,2,3,1,3,2,3
8430436N08Rik,0,0,0,0,0,0,0,0
9030407P20Rik,45,28,31,28,67,37,29,29
9030617O03Rik,165,202,179,178,400,363,331,315
9030619P08Rik,0,0,0,0,0,0,0,0
9030624G23Rik,1,2,1,0,1,1,0,0
9030624J02Rik,1764,1765,1780,1840,1584,1360,1386,1459
9130008F23Rik,5,3,0,2,0,0,1,0
9130011E15Rik,321,293,312,265,395,315,294,284
9130019O22Rik,128,111,107,101,160,130,125,113
9130019P16Rik,0,0,0,0,0,0,0,0
9130023H24Rik,241,204,229,203,143,80,85,85
9130204K15Rik,0,0,0,0,0,0,0,0
9130208D14Rik,2,2,7,0,1,3,3,1
9130213A22Rik,5,8,5,7,0,0,0,0
9130221H12Rik,356,416,364,361,414,389,452,415
9130230L23Rik,0,0,0,2,0,0,0,0
9130230N09Rik,25,33,21,21,19,18,22,16
9130401M01Rik,166,185,187,158,156,149,142,138
9130409I23Rik,1,0,0,0,0,0,0,0
9130410C08Rik,0,0,0,0,0,0,0,0
9230020A06Rik,0,0,0,0,0,0,0,0
9230102O04Rik,4,1,1,0,0,0,0,0
9230104M06Rik,2,4,1,0,1,0,3,1
9230105E05Rik,0,1,0,0,0,0,0,0
9230106D20Rik,0,0,0,0,0,0,0,0
9230109A22Rik,0,0,0,0,0,0,0,0
9230110C19Rik,14,11,12,12,12,4,1,5
9230111E07Rik,114,93,96,90,43,40,47,45
9230112E08Rik,183,171,173,177,155,138,145,164
9230114K14Rik,6,3,7,7,16,9,11,10
9230116N13Rik,40,36,34,28,37,45,35,32
9230117E06Rik,0,0,0,0,0,0,0,0
9330020H09Rik,24,23,18,24,48,46,35,51
9330104G04Rik,5,3,1,3,1,2,1,0
9330111N05Rik,2,2,6,1,0,0,0,1
9330132A10Rik,11,10,12,2,0,0,0,0
9330133O14Rik,165,131,112,106,178,150,173,131
9330136K24Rik,1,3,0,5,1,3,1,0
9330151L19Rik,217,286,254,290,153,211,209,251
9330154J02Rik,0,0,1,0,0,0,0,0
9330154K18Rik,0,1,0,0,2,0,0,0
9330159F19Rik,0,0,0,0,0,0,0,0
9330159M07Rik,7,5,7,1,0,0,0,0
9330160F10Rik,13,13,15,18,18,10,7,17
9330161L09Rik,23,13,10,18,5,7,9,8
9330162012Rik,6,1,4,2,5,2,0,3
9330175E14Rik,440,502,470,460,752,691,694,758
9330179D12Rik,59,35,52,31,27,16,22,7
9330182L06Rik,0,0,0,0,0,0,1,2
9330198N18Rik,13,11,9,11,9,8,7,6
9430002A10Rik,10,5,1,5,3,7,2,7
9430015G10Rik,719,725,722,857,576,610,593,726
9430016H08Rik,280,261,265,226,321,280,272,257
9430020K01Rik,0,0,0,0,1,0,1,1
9430025C20Rik,0,1,0,1,0,1,0,0
9430034N14Rik,4,5,4,5,2,4,6,3
9430037G07Rik,3,1,1,4,0,0,0,0
9430037O13Rik,1,1,2,0,0,0,0,0
9430038I01Rik,51,53,36,54,109,85,96,63
9430041J12Rik,0,0,0,0,0,0,0,0
9430060I03Rik,0,2,1,0,3,1,3,3
9430062P05Rik,0,0,0,0,0,0,0,0
9430065F17Rik,7,6,11,10,7,5,3,8
9430069I07Rik,0,0,0,0,0,0,0,0
9430087J23Rik,3,2,4,1,2,0,0,0
9430091E24Rik,82,101,80,98,83,65,61,95
9430097D07Rik,1,3,0,2,0,0,0,0
9430098F02Rik,0,0,0,0,0,0,1,0
9530022L04Rik,1,0,0,0,0,0,0,1
9530026P05Rik,0,0,0,0,0,0,0,0
9530027J09Rik,0,2,3,4,0,5,1,0
9530036M11Rik,17,14,8,11,0,0,0,0
9530046B11Rik,1,0,0,1,0,2,0,0
9530051G07Rik,1,0,3,5,0,1,0,0
9530052C20Rik,4,3,3,3,5,2,4,7
9530052E02Rik,2,0,0,0,0,1,0,1
9530053A07Rik,0,0,1,0,0,0,0,0
9530056K15Rik,0,1,1,2,0,1,1,0
9530068E07Rik,2397,2372,2307,2097,1676,1496,1463,1453
9530077C05Rik,8,10,5,6,0,0,1,0
9530080O11Rik,1,1,1,0,2,2,1,1
9530082P21Rik,60,42,45,46,27,25,14,18
9630010A21Rik,2,0,1,1,0,0,0,0
9630013D21Rik,125,105,104,120,1,3,3,1
9630013K17Rik,0,0,0,0,2,0,0,1
9630028B13Rik,0,0,0,0,0,0,0,0
9830107B12Rik,0,0,0,0,0,0,0,0
9830144P21Rik,0,0,0,0,0,3,0,0
9830147E19Rik,280,230,283,251,17,19,31,32
9930004E17Rik,3,1,3,3,0,0,1,2
9930012K11Rik,113,193,130,146,241,216,220,225
9930014A18Rik,41,53,32,29,38,34,23,24
9930021J03Rik,1048,972,1195,1135,1295,1192,1140,1250
9930022D16Rik,12,8,18,11,3,1,2,2
9930104L06Rik,525,521,496,556,443,454,444,427
9930111J21Rik1,671,442,693,606,1059,887,786,938
9930111J21Rik2,1406,1292,1628,1691,2190,2063,1857,2252
A030012G06Rik,0,0,0,0,0,0,0,0
A130006I12Rik,7,3,5,3,5,7,3,5
A130010J15Rik,141,149,159,142,255,222,244,205
A130014A01Rik,52,60,52,55,72,80,64,75
A130023I24Rik,0,0,0,0,1,0,0,0
A130048G24Rik,0,1,2,3,1,1,1,0
A130050O07Rik,0,0,0,0,0,0,0,0
A130051J06Rik,14,22,19,22,46,21,23,30
A130057D12Rik,1,0,0,0,0,3,0,2
A130071D04Rik,14,32,21,27,11,16,19,74
A1cf,1,1,0,4,1,1,0,2
A230005M16Rik,14,8,14,6,0,2,0,0
A230006K03Rik,0,0,0,0,0,0,0,0
A230020J21Rik,0,0,0,0,1,1,1,1
A230028O05Rik,4,4,1,2,1,0,1,1
A230046K03Rik,1167,1140,1211,1247,2201,2027,1911,2122
A230050P20Rik,1686,1691,1661,1571,682,766,805,807
A230056P14Rik,3,12,14,12,4,4,6,1
