gene_name,B6-1-Tfh,B6-2-Tfh,B6-3-Tfh,B6-4-Tfh,TC1-Tfh,TC2-Tfh,TC4-Tfh
Bet1l,697,885,710,700,501,416,517
Bex1,0,0,0,0,0,2,0
Bex2,16,50,40,24,34,21,32
Bex4,0,0,0,0,1,0,0
Bex6,0,0,0,0,0,0,0
Bfar,1342,1398,1381,1342,1046,944,1159
Bfsp1,0,2,0,0,0,0,1
Bfsp2,0,1,0,0,0,0,0
Bglap,1,0,0,0,0,0,0
Bgn,0,0,1,0,2,0,1
Bhlha15,3,3,2,1,3,3,1
Bhlha9,0,1,1,0,0,0,1
Bhlhb9,888,848,847,851,804,746,925
Bhlhe40,6026,3950,5867,3764,6102,4679,5099
Bhlhe41,19,32,32,11,23,10,36
Bhmt,0,0,0,0,0,0,0
Bicc1,0,0,0,0,0,0,0
Bicd1,278,220,221,213,240,318,208
Bicd2,1003,1067,1107,1131,1306,1208,1334
Bid,589,632,652,602,608,638,640
Bik,26,35,19,20,29,21,35
Bin1,1763,2248,1722,2026,1565,1674,1647
Bin2,7065,8234,7168,7404,6932,6663,7499
Bin3,1061,1143,1096,1035,754,642,772
Birc2,2651,2453,2429,2355,2662,2436,2741
Birc3,2510,2250,2457,2172,1991,1773,2062
Birc5,58,59,45,48,27,27,18
Birc6,10663,7899,9697,9908,9908,9280,10376
Bivm,537,562,531,523,339,342,396
Blcap,520,517,521,485,396,323,498
Blk,24,6,10,10,11,5,12
Blm,229,219,194,194,127,126,168
Blmh,1613,1715,1604,1518,1042,870,1040
Blnk,3,7,6,4,2,1,4
Bloc1s1,36,33,32,36,22,20,22
Bloc1s2,341,390,349,351,272,235,291
Bloc1s2-ps,1,3,0,3,1,0,0
Bloc1s3,227,266,242,226,177,157,180
Bloc1s4,209,243,208,188,162,140,151
Bloc1s5,338,358,334,319,214,183,234
Bloc1s6,916,989,906,927,715,966,1217
Bloc1s6os,3,5,3,5,2,4,4
Blvra,471,565,440,456,343,323,406
Blvrb,61,62,60,64,53,59,68
Blzf1,314,293,289,324,378,296,393
Bmf,364,171,503,375,167,76,118
Bmi1,2017,2103,2049,1962,1790,1502,1811
Bmp1,69,36,62,51,73,42,109
Bmp10,0,0,0,0,0,0,0
Bmp2,0,0,0,2,0,0,0
Bmp2k,1150,1088,1178,1244,1247,1060,1159
Bmp4,0,0,0,0,0,0,0
Bmp5,0,0,0,0,0,0,0
Bmp6,2,0,1,1,1,1,1
Bmp7,1457,1385,1363,1414,1164,1187,1230
Bmp8a,1,0,1,3,1,0,2
Bmp8b,0,0,0,0,0,0,1
Bmper,3,0,0,0,0,0,0
Bmpr1a,171,180,205,167,160,131,113
Bmpr1b,0,0,1,0,0,0,1
Bmpr2,1118,813,1118,818,849,827,982
Bms1,2058,2083,2034,2012,2115,1934,2282
Bmx,0,1,0,0,0,0,0
Bmyc,760,778,740,595,474,429,479
Bnc1,0,0,0,0,0,0,0
Bnc2,0,0,0,0,0,0,0
Bnip1,423,378,336,353,428,402,480
Bnip2,1610,1695,1638,1645,1279,1136,1291
Bnip3,83,102,100,82,89,57,105
Bnip3l,2290,2642,2371,2371,1771,1550,1845
Bnipl,2,2,1,3,0,1,2
Boc,60,38,52,42,62,21,69
Bod1,235,279,236,235,195,165,203
Bod1l,3262,2358,3065,2952,3350,2995,3424
Bok,0,0,0,0,0,0,0
Bola1,117,158,87,108,96,88,80
Bola2,393,475,394,398,271,187,274
Bola3,373,436,329,346,265,205,308
Boll,7,7,6,3,2,5,8
Bop1,1395,1726,1400,1474,1281,1118,1218
Bora,228,217,168,205,249,257,262
Bpgm,874,835,862,724,753,606,834
Bphl,322,356,293,298,222,180,197
Bpi,0,0,2,0,1,0,0
Bpifa6,0,0,1,0,0,0,0
Bpifb2,0,0,0,0,0,0,0
Bpifc,1,1,0,1,0,0,0
Bpnt1,138,185,156,152,181,154,167
Bptf,6097,5038,5832,5782,6456,5695,6536
Braf,1290,914,1137,1088,1295,1262,1466
Brap,2177,2267,2151,2302,2141,1907,2110
Brat1,861,908,872,845,671,646,799
Brca1,128,99,130,125,98,95,102
Brca2,221,133,158,139,107,98,140
Brcc3,842,829,750,799,934,838,899
Brd1,2555,2413,2718,2487,2778,2541,2732
Brd2,9784,9710,10185,9584,9214,8144,9830
Brd3,1108,977,1118,1143,889,830,1104
Brd4,5046,4898,5386,5422,6529,6034,6422
Brd7,1272,1375,1229,1409,1193,1073,1232
Brd8,3112,2883,2941,2943,3930,3730,4206
Brd9,1214,1334,1240,1333,1312,1239,1366
Brdt,45,29,30,39,22,36,35
Bre,760,765,695,768,539,419,518
Brf1,1560,1474,1518,1613,1793,1743,1852
Brf2,205,231,220,223,141,146,184
Bri3,121,181,145,117,123,99,96
Bri3bp,734,745,625,640,455,435,457
Bricd5,4,6,0,5,4,8,5
Brinp2,0,0,0,0,1,1,0
Brip1,39,32,45,41,28,31,30
Brip1os,1085,1112,1008,1051,651,626,755
Brix1,761,874,771,762,619,533,663
Brk1,2411,2898,2504,2573,1834,1592,1932
Brms1,957,1122,902,925,823,630,824
Brms1l,430,363,412,397,387,299,424
Brox,975,846,927,798,764,735,803
Brpf1,1669,1708,1663,1672,1690,1486,1718
Brpf3,1015,932,991,1087,1320,1220,1347
Brs3,0,0,0,0,0,0,0
Brsk1,13,16,7,4,22,5,17
Brsk2,0,1,1,1,1,0,0
Brwd1,2141,1613,1967,1965,2199,2114,2350
Brwd3,921,653,834,831,895,958,931
Bscl2,1392,1648,1458,1365,1067,982,1050
Bsdc1,1375,1370,1342,1325,1326,1247,1494
Bsg,2401,2851,2530,2503,1841,1567,1805
Bsn,49,48,29,50,21,35,30
Bspry,221,196,177,123,138,67,104
Bst1,5,3,5,5,1,4,0
Bst2,485,766,500,604,422,385,441
Btaf1,2006,1739,1968,2035,1721,1607,1873
Btbd1,828,913,943,933,625,626,622
Btbd10,397,447,450,459,454,418,462
Btbd11,1228,1297,1163,1262,1255,1121,1574
Btbd16,141,122,107,101,66,66,76
Btbd17,3,2,2,1,1,2,2
Btbd18,0,0,0,0,0,0,0
Btbd19,1058,1032,969,904,1080,882,1212
Btbd2,1041,1156,1059,1115,942,818,1002
Btbd3,0,1,0,0,0,3,0
Btbd6,842,1001,876,919,767,600,799
Btbd7,785,608,831,760,874,781,917
Btbd8,29,10,13,15,21,20,24
Btbd9,1000,883,939,861,752,700,822
Btc,6,6,5,9,4,9,5
Btd,634,571,648,557,429,456,454
Btf3,2659,3391,2824,2814,2085,1724,2050
Btf3l4,234,262,207,217,140,138,180
Btg1,13759,15611,14941,14265,18936,17671,16283
Btg1-ps2,0,0,0,0,0,0,0
Btg2,6369,6340,6255,6827,6607,5449,5491
Btg3,19,12,16,11,13,23,17
Btk,10,10,13,6,4,9,13
Btla,7082,6397,6610,6319,6792,5617,8275
Btn1a1,0,0,1,0,0,0,0
Btn2a2,0,0,0,0,0,0,0
Btnl1,0,0,0,0,0,0,0
Btnl10,0,0,1,0,0,0,0
Btnl2,2,1,3,2,3,4,6
Btnl4,1,1,0,0,0,1,1
Btnl5-ps,1,2,1,2,0,3,1
Btnl6,0,3,4,2,1,0,0
Btnl7-ps,329,250,315,315,475,364,458
Btnl9,3,1,0,0,0,0,0
Btrc,617,546,512,487,581,501,656
Bub1,25,19,21,20,11,14,13
Bub1b,180,98,112,163,43,41,36
Bub3,1776,2113,1943,1904,1282,1167,1345
Bud13,431,465,481,485,403,376,466
Bud31,1001,1180,1033,1138,912,757,934
Bves,0,0,0,0,0,0,0
Bvht,0,0,0,0,0,0,1
Bysl,332,400,300,347,221,210,236
Bzrap1,8296,5482,5520,3984,4282,4656,4906
Bzw1,5545,5805,5516,5423,4314,3995,4403
Bzw2,2512,3140,2332,2781,1637,1607,1682
C030005K06Rik,8,1,7,0,7,6,9
C030010L15Rik,2,2,0,1,0,3,2
C030013C21Rik,2,0,0,0,3,3,0
C030013D06Rik,21,3,11,6,30,13,19
C030014I23Rik,2,6,1,4,0,3,4
C030034I22Rik,85,96,77,94,44,50,59
C030034L19Rik,395,497,456,663,651,585,909
C030037D09Rik,40,56,45,53,41,40,59
C030039L03Rik,137,114,103,119,125,104,156
C130012C08Rik,0,0,0,0,0,0,0
C130021I20Rik,2,1,1,2,1,2,0
C130026I21Rik,96,106,123,141,67,65,93
C130036L24Rik,70,68,76,71,76,75,105
C130046K22Rik,39,31,35,32,24,13,31
C130050O18Rik,2,2,0,1,0,0,1
C130060C02Rik,11,6,8,4,6,2,2
C130074G19Rik,0,0,0,0,0,0,0
C130089K02Rik,0,0,0,0,1,0,0
C1d,662,737,615,614,590,529,556
C1galt1,756,545,651,612,677,608,693
C1galt1c1,332,316,303,300,213,190,194
C1qa,3,0,6,2,1,1,0
C1qb,5,4,4,5,0,1,0
C1qbp,797,927,778,796,583,533,591
C1qc,5,3,6,2,2,0,1
C1ql1,1,1,1,3,2,1,0
C1ql2,0,0,0,0,0,0,0
C1ql3,1,3,3,3,2,8,1
C1ql4,0,0,0,0,0,0,0
C1qtnf1,0,0,0,1,0,0,0
C1qtnf4,44,47,37,43,21,15,35
C1qtnf6,328,382,396,298,221,227,237
C1qtnf9,9,11,11,17,20,15,20
C1ra,16,7,15,13,10,4,10
C1rl,2,0,0,0,0,0,0
C1s1,1,1,1,0,0,0,0
C1s2,2,2,0,0,0,2,2
C2,11,7,9,7,14,6,16
C230012O17Rik,0,1,3,1,0,0,1
C230014O12Rik,0,0,1,0,0,0,0
C230024C17Rik,25,10,8,12,38,32,43
C230035I16Rik,2,1,0,2,2,0,1
C230037L18Rik,94,91,91,106,111,90,89
C230038L03Rik,0,0,1,1,1,3,4
C230052I12Rik,293,311,301,298,180,158,259
C230062I16Rik,16,6,9,10,5,5,8
C230066G23Rik,2,0,1,1,4,3,2
C230085N15Rik,2,0,1,3,4,3,1
C2cd2,621,526,542,492,408,394,471
C2cd2l,404,433,410,436,399,326,351
C2cd3,2696,2528,2735,2717,2820,2441,2940
C2cd4a,1,0,0,0,0,0,1
C2cd4b,38,35,44,33,125,80,69
C2cd4c,0,0,0,0,0,0,0
C2cd5,3005,2657,2961,2800,2919,2396,3148
C3,720,214,702,292,293,170,266
C330006A16Rik,559,689,565,606,431,338,500
C330007P06Rik,781,768,730,671,663,598,741
C330011M18Rik,56,50,58,54,66,81,68
C330013E15Rik,24,15,10,10,9,15,9
C330013J21Rik,5,10,12,7,4,3,2
C330018A13Rik,0,0,0,0,0,0,1
C330018D20Rik,235,262,247,251,207,189,264
C330019F10Rik,0,1,0,0,0,0,0
C330021F23Rik,0,0,0,0,0,0,0
C330022C24Rik,0,0,0,0,0,0,0
C330027C09Rik,185,147,132,125,109,107,161
C3ar1,0,0,0,0,0,0,0
C430002N11Rik,33,35,28,40,27,17,31
C430014B12Rik,1,3,1,3,0,1,1
C430042M11Rik,11,8,8,6,7,12,11
C430049B03Rik,0,0,0,0,0,0,0
C4a,34,23,28,19,39,27,48
C4b,1,1,0,0,0,0,0
C4bp,0,0,0,0,0,0,0
C4bp-ps1,0,0,0,0,0,0,1
C530005A16Rik,17,18,13,17,3,3,14
C530008M17Rik,121,70,124,142,191,109,244
C530043A13Rik,1,0,0,0,0,0,0
C530050E15Rik,82,73,81,91,100,68,134
C5ar1,1,5,0,0,0,0,0
C5ar2,0,0,0,0,0,0,0
C6,1,0,0,0,0,0,0
C630004M23Rik,4,1,2,1,0,1,1
C630043F03Rik,0,1,1,0,0,0,0
C7,0,1,1,1,0,1,0
C730034F03Rik,16,21,11,24,20,23,21
C730036E19Rik,0,0,1,0,0,0,0
C77080,25,26,26,24,3,7,4
C77370,1,0,0,1,0,0,2
C78197,35,52,27,38,21,27,24
C78334,0,0,0,0,0,0,0
C78339,1510,1403,1507,1468,1191,925,1244
C87436,562,583,566,527,466,381,558
C8g,13,11,18,9,6,3,6
C920006O11Rik,85,110,94,94,84,90,95
C920009B18Rik,440,328,340,320,570,458,436
C920021L13Rik,9,7,4,6,4,7,6
C920025E04Rik,339,372,355,386,274,245,267
CAAA01077340.1,0,0,0,0,0,1,1
CAAA01154573.1,1,3,1,1,0,1,0
CH25-194I22.2,0,0,0,0,0,0,0
CH25-194I22.4,0,0,0,0,1,1,0
CH36-12I15.2,56,74,72,45,79,45,64
CH36-12I15.3,61,72,88,50,59,56,78
CN725425,0,0,0,0,0,1,0
Caap1,221,268,202,212,217,232,236
Cab39,6897,6782,6486,6603,5368,5936,5887
Cab39l,878,1059,868,867,535,564,704
Cabin1,3641,3565,3572,3423,3703,3344,3921
Cables1,27,43,22,26,13,18,6
Cables2,1237,1260,1308,1342,1633,1388,1759
Cabp1,15,7,7,4,10,25,14
Cabp4,4,2,5,8,4,6,7
Cabp5,1,0,0,0,0,0,0
Cabp7,10,9,9,6,14,1,15
Cabyr,0,2,1,1,2,2,4
Cacfd1,891,805,829,827,944,764,869
Cachd1,3,4,1,1,6,7,1
Cacna1a,224,217,209,189,266,342,318
Cacna1b,7,9,9,5,9,5,8
Cacna1c,0,0,0,0,0,0,0
Cacna1d,3309,2413,3307,2297,3095,2708,4490
Cacna1e,52,18,35,24,25,21,25
Cacna1f,4,2,1,2,2,2,0
Cacna1g,180,91,205,124,150,118,176
Cacna1h,3,1,1,0,9,4,2
Cacna1i,4,2,0,0,0,1,3
Cacna1s,142,135,142,128,93,51,89
Cacna2d1,1,0,1,1,1,3,2
Cacna2d2,49,33,37,26,39,24,32
Cacna2d3,0,0,1,0,0,1,1
Cacna2d4,660,703,681,623,722,628,725
Cacnb1,355,413,347,423,410,461,378
Cacnb2,0,2,3,4,0,1,2
Cacnb3,11,17,8,15,4,3,4
Cacnb4,1,1,0,0,4,1,1
Cacng2,0,0,0,0,0,0,0
Cacng3,0,0,0,0,0,1,0
Cacng4,8,1,6,7,1,6,4
Cacng5,0,0,0,2,5,0,2
Cacng6,0,1,0,1,0,1,0
Cacng7,35,41,61,20,21,35,26
Cacng8,56,54,53,33,15,22,24
Cactin,1064,1174,1072,1087,997,843,1076
Cacul1,1432,1318,1402,1305,1289,1121,1259
Cacybp,894,1284,1138,1291,889,904,780
Cad,1320,1310,1287,1277,1076,971,1173
Cadm1,1,0,1,2,0,1,0
Cadm2,0,0,0,0,0,0,0
Cadm3,0,0,0,0,0,0,0
Cadm4,2,1,2,0,1,0,0
Cadps,1,2,1,1,3,4,1
Cadps2,1,0,3,1,0,1,0
Cage1,38,24,27,21,31,14,24
Calb2,1,0,0,0,1,0,0
Calca,0,3,1,1,4,0,1
Calcb,1,0,0,0,0,0,0
Calcoco1,2193,1943,2050,2002,1843,1580,1950
Calcr,6,3,1,0,5,1,2
Calcrl,778,729,680,595,245,283,335
Cald1,2,0,2,0,0,0,0
Calhm1,0,0,0,0,0,0,0
Calhm2,632,696,678,690,501,468,464
Calm1,9518,12164,10391,10523,8218,6829,8431
Calm2,4294,4782,4221,4052,3372,2894,3241
Calm3,4828,5542,4858,4864,3563,3011,3417
Calml4,0,0,0,0,0,0,0
Calr,11743,13560,12088,12287,9417,8202,10110
Calr-ps,1,2,5,1,2,1,3
Calr3,5,1,2,1,5,3,15
Calu,2404,2463,2364,2194,1883,1708,2021
Caly,0,0,0,0,1,0,0
Camk1,55,43,51,29,47,36,58
Camk1d,703,842,750,755,656,706,820
Camk1g,0,1,1,0,0,0,0
Camk2a,87,92,87,62,49,77,72
Camk2b,328,297,394,400,66,45,71
Camk2d,3480,2943,3080,3073,3511,2927,3865
Camk2g,1176,1115,1143,1069,1005,978,1080
Camk2n1,115,140,122,104,100,128,137
Camk2n2,24,15,27,12,27,13,17
Camk4,2598,2506,2138,2587,2139,2415,2416
Camkk1,182,224,170,211,234,217,190
Camkk2,332,387,328,368,281,330,330
Camkmt,108,119,113,103,74,73,71
Camkv,0,0,1,2,0,0,1
Caml,414,400,370,403,325,386,357
Camp,4,10,1,0,0,0,0
Camsap1,1077,868,1094,1028,1185,994,1287
Camsap2,758,613,791,827,978,729,877
Camsap3,13,6,15,5,15,23,10
Camta1,178,178,161,174,179,174,225
Camta2,2076,1919,2055,2164,2335,2246,2579
Cand1,3413,3290,3272,3101,2930,2579,3087
Cand2,924,699,861,736,791,543,849
Cant1,2650,2754,2668,2778,2506,2294,2617
Canx,5040,5636,5259,5527,4476,3954,4675
Cap1,15016,17862,15087,16155,11974,10571,11914
Cap2,24,44,24,21,41,39,82
Capg,3415,3820,3954,2914,2934,2036,2755
Capn1,4518,5149,4735,5088,4009,3682,4121
Capn10,319,308,279,277,269,249,285
Capn11,0,0,174,83,0,271,5
Capn12,1,0,0,1,1,0,0
Capn13,8,2,7,3,14,3,6
Capn15,966,945,945,1005,1093,1029,1197
Capn2,2190,2615,2410,2298,1917,1934,1953
Capn3,191,253,152,184,132,525,299
Capn5,335,221,325,189,298,186,341
Capn6,0,0,0,0,1,1,0
Capn7,1934,1865,1950,1930,1861,1786,2011
Capn8,0,0,0,0,0,0,0
Capn9,0,0,0,0,0,0,0
Capns1,5797,7240,6174,6026,4560,3864,4637
Capns2,0,0,0,0,0,0,0
Caprin1,6874,7049,7059,6897,5934,5482,5979
Caprin2,150,136,110,121,158,158,182
Caps2,27,27,35,16,44,47,33
Capsl,67,50,66,60,32,23,37
Capza1,2458,2561,2364,2495,1758,1796,1945
Capza2,3342,3710,3430,3302,2739,2593,2942
Capzb,7275,8598,7201,7569,5056,4404,5010
Car1,25,22,10,9,0,1,0
Car11,58,88,45,61,84,87,79
Car12,36,20,20,40,32,45,17
Car13,3,8,3,6,3,2,2
Car14,0,0,0,0,0,0,0
Car15,6,6,5,6,8,10,9
Car2,64,25,36,33,16,21,21
Car3,1,0,0,1,0,0,0
Car5a,1,0,0,0,0,0,0
Car5b,233,252,307,211,162,137,159
Car7,48,28,35,43,29,31,41
Car8,0,0,1,1,0,1,0
Car9,9,11,7,9,5,7,9
Card10,80,81,75,53,123,95,100
Card11,3622,3642,3718,3838,4007,3269,3698
Card14,1,0,1,0,0,0,0
Card6,2389,2698,2875,2922,2800,2080,2550
Card9,9,7,6,5,7,12,4
Carf,255,227,267,266,275,239,366
Carhsp1,507,542,502,527,402,304,417
Carkd,587,587,510,561,505,427,526
Carlr,0,0,0,0,0,1,0
Carm1,1481,1397,1364,1374,1277,1171,1251
Carns1,944,903,901,786,1125,1191,1052
Cars,403,445,432,469,461,398,496
Cars2,445,508,479,514,605,623,679
Casc1,20,23,18,20,26,16,29
Casc3,2582,2661,2479,2644,2560,2465,2700
Casc4,347,297,353,257,287,225,309
Casc5,75,49,34,57,34,19,34
Casd1,1222,1278,1265,1270,1169,1064,1201
Cask,157,144,175,142,247,141,202
Caskin1,0,0,1,1,0,3,0
Caskin2,437,428,472,457,369,397,437
Casp1,2640,2899,2901,3014,2303,2058,2604
Casp12,1,2,0,2,3,1,0
Casp16,1,0,2,1,0,4,2
Casp2,2213,2166,2228,2174,1903,1854,2103
Casp3,1473,1328,1372,1299,965,821,1111
Casp4,2764,2494,2683,2267,2330,1861,2527
Casp6,400,443,396,415,269,269,281
Casp7,721,741,737,768,634,567,691
Casp8,2579,2855,2506,2565,2408,2344,2552
Casp8ap2,1341,1134,1285,1247,1271,1121,1345
Casp9,541,537,478,503,431,399,520
Casq1,1,0,1,1,0,0,0
Casr,0,0,0,0,0,0,0
Cass4,660,599,601,505,398,344,436
Cast,3205,3313,3323,3105,2739,2623,3036
Casz1,307,217,304,280,318,256,311
Cat,1438,1703,1436,1573,1106,1159,1139
Catip,1,0,1,1,1,0,0
Catsper2,61,56,52,42,46,74,107
Catsper3,1,1,0,0,1,0,0
Catsper4,0,0,0,0,0,0,0
Catsperd,148,153,135,117,183,174,131
Catsperg1,58,48,46,33,84,69,84
Catsperg2,0,0,0,0,11,7,10
Cav1,0,0,0,1,0,0,0
Cav2,18,19,20,12,23,31,18
Cbfa2t2,794,721,778,765,764,715,878
Cbfa2t2-ps1,2,1,1,0,1,0,3
Cbfa2t3,139,152,130,137,246,157,264
Cbfb,3540,3989,3790,3804,3217,3139,3135
Cbl,3051,1633,2665,2333,3264,3245,3257
Cblb,3559,3278,3617,3632,3310,2768,3453
Cblc,0,0,0,0,0,0,1
Cbll1,907,921,856,931,711,657,745
Cbln1,0,0,0,0,0,0,0
Cbln3,5,3,3,8,4,5,7
Cbln4,0,0,0,0,0,0,0
Cbr1,922,1045,814,887,655,567,607
Cbr2,0,0,0,0,0,0,0
Cbr3,0,0,1,0,0,0,0
Cbr4,183,171,167,156,183,134,253
Cbs,0,0,0,0,0,0,0
Cbwd1,158,150,137,149,111,131,134
Cbx1,1320,1435,1415,1520,1161,1174,1239
Cbx2,257,214,192,232,172,160,173
Cbx3,461,494,452,450,404,387,410
Cbx3-ps3,0,0,1,1,1,0,0
Cbx4,1836,1832,1786,1792,1800,1721,1576
Cbx5,2378,1897,2295,2127,2111,2049,2284
Cbx6,5733,5063,5623,5258,5188,4110,5422
Cbx7,8674,7653,8382,7436,9342,7396,9351
Cbx8,255,294,251,280,180,181,229
Cby1,216,221,184,185,142,109,125
Cby3,0,0,0,0,0,0,0
Cc2d1a,1566,1658,1459,1559,1549,1363,1597
Cc2d1b,2329,2495,2143,2387,2127,2080,2411
Cc2d2a,225,157,205,149,215,156,193
Ccar1,2343,2154,2390,2400,2529,2395,2661
Ccar2,3223,3131,3029,3012,2775,2423,2994
Ccbl1,139,182,140,155,151,138,161
Ccbl2,41,33,48,41,33,37,42
Ccdc101,321,435,311,350,316,300,291
Ccdc102a,15,8,3,6,4,4,5
Ccdc103,4,2,0,1,1,0,2
Ccdc106,1,5,3,1,0,2,1
Ccdc107,308,386,274,266,239,220,241
Ccdc108,0,0,0,0,0,0,0
Ccdc109b,310,337,349,311,218,169,202
Ccdc112,68,45,72,48,81,45,63
Ccdc114,14,18,15,9,20,10,20
Ccdc115,549,740,587,643,465,367,448
Ccdc116,33,18,19,33,33,25,24
Ccdc117,1119,1238,1234,1374,939,892,923
Ccdc12,715,931,763,767,541,443,543
Ccdc120,171,104,169,116,127,98,145
Ccdc122,74,38,39,29,18,23,26
Ccdc124,637,735,616,618,379,325,381
Ccdc125,869,821,843,822,872,823,954
Ccdc126,443,469,469,413,463,353,471
Ccdc127,894,820,795,775,652,566,714
Ccdc13,2,0,0,0,0,1,0
Ccdc130,410,439,381,443,477,375,482
Ccdc132,486,470,437,477,420,380,481
Ccdc134,453,475,397,480,555,496,593
Ccdc136,99,70,63,58,136,92,115
Ccdc137,672,696,651,719,664,662,828
Ccdc138,28,33,33,34,21,29,37
Ccdc14,140,104,143,134,138,164,174
Ccdc141,424,322,408,402,440,368,455
Ccdc142,445,438,394,478,642,556,535
Ccdc142os,35,30,32,27,17,19,30
Ccdc146,0,0,0,0,0,1,3
Ccdc148,34,28,29,21,14,27,37
Ccdc149,0,0,0,0,0,0,0
Ccdc15,159,108,131,116,132,158,199
Ccdc150,6,4,4,2,1,6,5
Ccdc151,1,1,0,0,0,0,0
Ccdc152,0,0,0,0,0,0,0
Ccdc153,0,0,0,0,0,0,0
Ccdc154,1,4,1,4,3,1,2
Ccdc155,4,1,3,7,5,4,2
Ccdc157,639,460,518,469,474,364,429
Ccdc158,12,15,13,5,9,7,7
Ccdc159,4,11,10,9,8,7,17
Ccdc160,0,0,0,0,0,0,0
Ccdc162,9,2,3,5,5,3,0
Ccdc163,287,359,311,326,137,124,174
Ccdc166,259,296,255,266,166,148,190
Ccdc167,413,328,331,323,324,279,387
Ccdc169,2,2,0,1,3,1,2
Ccdc17,207,180,160,168,98,85,121
Ccdc170,5,2,3,7,2,2,5
Ccdc171,315,255,279,305,408,351,385
Ccdc173,76,75,66,58,91,89,92
Ccdc174,514,564,495,536,528,492,608
Ccdc175,0,1,0,0,0,0,0
Ccdc176,7,8,3,18,18,13,19
Ccdc177,3,0,1,1,0,0,0
Ccdc18,28,16,16,21,13,16,11
Ccdc181,252,201,182,208,185,169,231
Ccdc183,0,0,0,0,0,0,0
Ccdc184,4,1,0,2,0,1,2
Ccdc185,0,0,0,0,1,0,0
Ccdc186,757,628,739,736,927,780,971
Ccdc22,27,37,23,31,22,16,34
Ccdc23,294,366,269,282,178,166,179
Ccdc24,0,0,0,0,0,0,0
Ccdc25,670,682,586,683,477,441,489
Ccdc28a,487,481,444,461,459,385,469
Ccdc28b,951,891,1003,906,1056,824,1223
Ccdc3,1,0,0,0,0,1,0
Ccdc30,25,26,15,26,30,16,30
Ccdc32,399,385,378,375,275,278,298
Ccdc33,0,0,0,2,1,0,0
Ccdc34,126,121,113,118,96,109,121
Ccdc36,1,0,0,0,0,0,1
Ccdc37,0,0,0,0,0,0,0
Ccdc38,63,60,48,61,37,59,41
Ccdc39,0,0,0,0,0,0,1
Ccdc40,65,39,49,56,29,23,52
Ccdc42b,0,0,0,0,0,0,0
Ccdc43,498,479,441,463,434,409,484
Ccdc47,1923,1872,1801,1901,1715,1664,1830
Ccdc50,4608,3533,4126,3476,4052,3730,4500
Ccdc50-ps,2,0,0,2,23,11,23
Ccdc51,199,205,190,220,215,182,255
Ccdc53,553,661,505,585,408,396,479
Ccdc55,665,678,648,732,726,606,705
Ccdc57,32,16,20,21,17,12,34
Ccdc58,160,187,175,147,149,128,152
Ccdc59,896,929,766,804,988,908,1081
Ccdc6,1288,1269,1474,1523,1590,1438,1582
Ccdc60,0,0,0,0,0,0,0
Ccdc61,478,567,447,464,141,139,176
Ccdc62,119,112,99,95,115,109,149
Ccdc63,19,16,14,12,8,7,16
Ccdc64,1926,2165,2175,2188,1994,1588,1801
Ccdc64b,0,0,0,0,0,0,0
Ccdc65,1,0,0,0,0,0,0
Ccdc66,670,701,616,632,842,773,857
Ccdc67,4,1,3,4,2,1,2
Ccdc68,0,0,0,0,0,0,0
Ccdc69,876,951,823,889,647,767,775
Ccdc71,993,1207,1053,970,746,680,775
Ccdc71l,585,592,562,564,419,459,490
Ccdc73,5,5,4,6,3,2,3
Ccdc74a,53,14,29,15,27,15,29
Ccdc77,284,250,322,297,392,342,392
Ccdc78,1,1,1,0,0,2,1
Ccdc79,6,4,5,6,2,3,5
Ccdc8,2,0,0,1,0,0,1
Ccdc80,478,252,368,215,190,123,246
Ccdc81,1,0,0,0,0,1,0
Ccdc82,955,755,950,797,1018,915,1098
Ccdc83,0,0,0,0,0,0,0
Ccdc84,438,425,376,385,461,381,454
Ccdc85b,291,351,264,300,218,198,223
Ccdc85c,4,9,3,4,7,4,3
Ccdc86,277,336,292,290,263,178,307
Ccdc87,5,1,3,1,2,2,0
Ccdc88a,196,118,228,144,261,242,320
Ccdc88b,5077,4996,4820,5224,5277,4952,5572
Ccdc88c,4655,3988,4331,4593,4367,4494,4299
Ccdc89,1,0,0,0,0,0,1
Ccdc9,1561,1550,1361,1326,1697,1403,1734
Ccdc90b,179,177,180,173,150,124,158
Ccdc91,406,488,476,463,413,323,428
Ccdc92,747,839,779,842,572,509,558
Ccdc93,1181,1140,1166,1216,1327,1252,1347
Ccdc94,308,381,334,313,284,256,301
Ccdc96,1,3,1,2,2,0,1
Ccdc97,2012,2272,2053,2152,2402,1973,2221
Cchcr1,445,425,403,448,535,550,659
Ccin,0,0,1,0,2,0,1
Cckar,0,1,0,0,0,0,0
Ccl1,27,24,20,17,10,26,9
Ccl17,0,0,0,0,0,0,0
Ccl2,0,0,0,0,0,0,0
Ccl20,0,0,0,0,0,0,0
Ccl21a,0,0,0,0,0,0,0
Ccl22,1,1,0,1,0,1,0
Ccl24,0,0,0,0,0,0,0
Ccl25,76,74,83,82,76,60,94
Ccl27a,21,28,32,25,25,20,26
Ccl28,7,1,2,2,13,7,5
Ccl3,26,19,23,30,20,17,2
Ccl4,8,24,36,37,24,19,3
Ccl5,308,574,641,1122,393,275,99
Ccl6,7,1,1,0,0,1,0
Ccl9,4,9,0,0,0,0,0
Ccm2,4357,5150,4571,4931,3548,3154,3723
