gene_name,TC1-Tfh,TC2-Tfh,TC4-Tfh,TC1-Tn,TC2-Tn,TC4-Tn
4930442H23Rik,0,0,0,0,0,0
4930444A19Rik,0,0,0,0,0,1
4930444G20Rik,0,0,0,0,0,0
4930444M15Rik,0,0,0,0,0,0
4930444P10Rik,0,0,0,0,0,0
4930445N18Rik,0,0,0,2,2,0
4930447C04Rik,0,0,0,0,0,0
4930447F24Rik,0,0,0,0,0,1
4930448E22Rik,0,0,0,0,0,0
4930448K20Rik,0,2,0,1,1,0
4930451G09Rik,10,4,8,22,16,14
4930451I11Rik,0,0,0,0,0,0
4930452B06Rik,65,88,143,6,8,5
4930453H23Rik,0,0,0,0,0,0
4930453N24Rik,804,759,821,1497,1327,1392
4930455B14Rik,0,0,0,1,0,0
4930455D15Rik,1,0,0,0,0,0
4930455G09Rik,1,0,1,0,0,0
4930456G14Rik,9,7,11,0,0,0
4930458D05Rik,1,0,3,1,2,0
4930465K10Rik,1,0,0,0,0,0
4930465M20Rik,1,0,0,0,0,3
4930467E23Rik,0,0,0,0,0,0
4930467K11Rik,0,0,0,0,0,0
4930469G21Rik,0,0,0,0,0,0
4930469K13Rik,2,2,4,1,1,3
4930470G03Rik,0,0,3,2,2,2
4930471C04Rik,0,0,0,0,0,1
4930471M09Rik,1,0,0,0,0,0
4930473A02Rik,0,0,0,0,0,1
4930479D17Rik,2,3,3,4,1,5
4930480K23Rik,40,42,40,86,83,78
4930481A15Rik,479,345,463,526,448,518
4930481B07Rik,16,13,14,34,29,30
4930483J18Rik,2,2,0,3,0,0
4930483K19Rik,0,0,0,0,0,1
4930486L24Rik,11,15,7,50,69,55
4930500F10Rik,2,0,0,1,2,2
4930500M09Rik,1,1,3,1,0,0
4930502E09Rik,0,0,0,1,1,1
4930502E18Rik,0,0,0,0,0,0
4930503B20Rik,0,0,0,1,3,0
4930503L19Rik,720,796,858,406,366,401
4930503O07Rik,1,0,0,2,2,6
4930505K14Rik,1,0,0,0,0,0
4930505N22Rik,2,1,0,1,1,0
4930506C21Rik,3,3,5,0,0,0
4930507D05Rik,1,1,0,1,1,1
4930509E16Rik,3,4,5,7,4,10
4930509G22Rik,6,5,15,9,5,4
4930510E17Rik,0,0,0,1,0,0
4930511A02Rik,0,0,0,0,0,0
4930512B01Rik,0,0,0,0,0,0
4930513N10Rik,12,16,15,14,12,7
4930515G01Rik,21,15,20,13,12,13
4930517J16Rik,5,1,3,0,0,0
4930517O19Rik,1,1,1,0,0,0
4930518I15Rik,60,52,84,49,37,74
4930519F09Rik,0,0,0,0,0,2
4930519G04Rik,0,0,0,0,0,0
4930519P11Rik,1,1,1,2,2,7
4930520O04Rik,50,59,61,4,8,9
4930522L14Rik,138,112,139,154,115,162
4930523C07Rik,1508,1483,1597,4205,3725,4491
4930524B15Rik,1,0,0,0,0,1
4930524J08Rik,2,1,3,3,2,2
4930524O07Rik,6,8,8,20,16,16
4930525G20Rik,0,0,2,0,1,0
4930526A20Rik,4,1,0,0,1,3
4930532G15Rik,7,6,2,2,2,2
4930534D22Rik,1,0,0,0,0,0
4930535E02Rik,1,3,2,1,1,1
4930535I16Rik,0,1,0,0,0,0
4930535L15Rik,0,1,0,1,2,1
4930538K18Rik,6,5,10,8,5,10
4930539E08Rik,86,89,99,55,35,63
4930539J05Rik,21,18,23,15,13,14
4930540M05Rik,0,0,1,0,1,0
4930542C12Rik,0,3,2,0,2,0
4930544D05Rik,7,3,4,3,4,2
4930544G11Rik,0,0,0,0,0,0
4930544I03Rik,0,0,0,0,0,0
4930546C10Rik,2,0,1,1,1,5
4930547M16Rik,0,0,0,0,0,0
4930548H24Rik,3,3,0,3,4,3
4930550C14Rik,3,1,3,4,3,1
4930550L24Rik,0,0,0,1,0,0
4930551O13Rik,0,0,0,0,0,0
4930552P12Rik,1,0,1,0,0,0
4930553M12Rik,3,4,4,10,9,21
4930554G24Rik,0,0,0,0,0,0
4930555B11Rik,1,0,0,0,1,0
4930555G01Rik,0,0,0,0,0,0
4930555K19Rik,0,0,0,0,0,0
4930556G01Rik,0,0,0,0,0,0
4930556I23Rik,0,1,2,2,1,1
4930556J24Rik,0,0,0,0,0,0
4930556M19Rik,0,2,2,0,0,0
4930558J18Rik,109,94,113,1,0,1
4930558K02Rik,1,1,2,1,0,2
4930562C15Rik,0,0,0,0,0,0
4930562D21Rik,0,1,0,0,0,0
4930562F07Rik,0,0,0,0,1,0
4930563E18Rik,0,1,0,0,0,0
4930563E22Rik,6,8,8,7,5,10
4930564D02Rik,0,0,0,0,0,0
4930565N06Rik,2,0,0,0,0,1
4930566F21Rik,0,0,0,1,0,0
4930568A12Rik,12,19,10,3,3,4
4930568G15Rik,0,0,0,0,0,0
4930570G19Rik,0,0,0,0,0,0
4930570N18Rik,4,6,2,5,5,1
4930577N17Rik,19,13,18,15,18,16
4930578M01Rik,2,1,0,0,0,1
4930579C12Rik,3,9,3,0,0,0
4930579F01Rik,0,0,0,0,0,0
4930579G18Rik,0,0,0,0,0,1
4930579G24Rik,51,26,41,78,59,71
4930579K19Rik,5,1,2,5,1,4
4930579O11Rik,0,1,0,0,0,1
4930581F22Rik,639,615,668,686,656,697
4930583I09Rik,0,0,0,0,0,0
4930583K01Rik,1,0,2,0,2,0
4930590J08Rik,1,0,0,1,2,1
4930594C11Rik,3,8,7,5,7,8
4930594M22Rik,9,14,15,43,31,23
4930595D18Rik,0,0,0,0,0,0
4930597A21Rik,0,0,0,0,0,0
4930597O21Rik,1,0,0,1,0,0
4930598A11Rik,0,0,0,0,0,0
4930598F16Rik,2,0,1,0,0,0
4930599N23Rik,5,9,7,4,3,5
4931403E22Rik,1,1,1,3,2,3
4931403G20Rik,0,2,1,0,0,0
4931406C07Rik,120,88,114,70,46,76
4931406G06Rik,0,0,1,0,0,0
4931406P16Rik,981,827,1024,1031,852,986
4931408C20Rik,0,0,0,0,0,0
4931409K22Rik,0,0,0,0,0,0
4931414P19Rik,67,66,83,79,61,118
4931415C17Rik,7,15,18,9,5,9
4931422A03Rik,0,0,0,0,0,1
4931423N10Rik,0,0,0,2,2,0
4931428F04Rik,75,94,97,153,134,160
4931428L18Rik,0,0,0,0,0,0
4931429I11Rik,0,0,0,0,0,1
4931431C16Rik,0,0,0,0,0,0
4931440F15Rik,0,0,2,0,0,0
4931440J10Rik,0,2,0,0,0,0
4931440P22Rik,13,14,9,15,9,16
4932411N23Rik,0,0,0,0,0,0
4932412D23Rik,0,0,0,1,0,0
4932416K20Rik,0,0,0,0,0,0
4932418E24Rik,0,0,0,0,0,0
4932431P20Rik,0,0,0,0,0,0
4932438A13Rik,7584,7649,8371,13742,13139,15169
4932438H23Rik,32,17,26,8,10,8
4932442E05Rik,0,1,0,1,0,2
4932442L08Rik,0,0,0,1,1,0
4932443L11Rik,1,2,0,0,0,0
4932702P03Rik,1,0,1,0,0,0
4933401B06Rik,0,0,0,0,0,0
4933402P03Rik,0,0,0,0,0,0
4933404O12Rik,103,82,123,77,51,83
4933405D12Rik,0,0,0,1,0,0
4933405L10Rik,0,0,0,0,0,0
4933405O20Rik,0,0,0,0,0,0
4933406C10Rik,6,18,8,13,8,5
4933406I18Rik,1,3,0,12,14,15
4933406P04Rik,37,28,25,33,38,16
4933407K13Rik,224,167,223,146,139,152
4933407L21Rik,3,3,3,4,0,1
4933408B17Rik,9,13,19,12,14,20
4933408J17Rik,0,1,0,1,4,1
4933408N05Rik,1,1,4,0,0,0
4933409D19Rik,0,0,0,0,0,0
4933411G11Rik,0,0,0,0,0,0
4933411K16Rik,0,0,0,0,1,0
4933412A08Rik,0,0,0,2,1,1
4933412E24Rik,0,1,0,0,0,0
4933413C19Rik,1,1,2,0,0,0
4933413G19Rik,0,0,0,0,1,1
4933413J09Rik,0,0,1,1,0,0
4933415A04Rik,0,0,0,4,1,0
4933416M07Rik,1,0,0,0,0,0
4933417A18Rik,0,0,0,0,0,0
4933417C20Rik,7,8,6,12,6,9
4933417D19Rik,3,1,5,3,3,9
4933421A08Rik,1,2,0,2,0,1
4933421I07Rik,0,0,0,0,0,0
4933421O10Rik,87,64,86,87,51,56
4933423P22Rik,0,2,0,0,0,0
4933424G06Rik,0,0,0,0,0,0
4933424M12Rik,8,6,6,1,0,1
4933425L06Rik,0,2,1,1,0,0
4933426K07Rik,0,0,0,0,0,0
4933427D06Rik,0,0,0,0,0,0
4933427D14Rik,981,808,1054,425,396,470
4933427E11Rik,3,0,0,2,1,2
4933427G17Rik,3,1,1,2,5,6
4933427G23Rik,0,1,0,0,0,0
4933427I04Rik,0,0,0,0,0,0
4933429H19Rik,1,0,3,2,4,1
4933430I17Rik,15,12,12,11,9,14
4933431E20Rik,6,11,6,0,0,0
4933431K14Rik,25,22,24,25,27,29
4933431K23Rik,0,0,0,0,0,0
4933433C11Rik,0,2,0,0,0,1
4933433G15Rik,8,9,5,18,10,18
4933434E20Rik,1811,1698,2066,2112,1904,2157
4933438A12Rik,0,0,0,0,0,0
4933439C10Rik,367,331,413,199,183,254
4933439K11Rik,32,27,48,46,28,58
4933440M02Rik,0,0,0,1,1,3
4933440N22Rik,10,11,8,13,16,22
5031414D18Rik,134,52,104,1,0,1
5031415H12Rik,0,0,0,0,0,0
5031425E22Rik,463,373,430,629,576,677
5031425F14Rik,0,1,2,1,0,1
5031434C07Rik,0,0,0,0,0,0
5031434O11Rik,224,184,217,290,293,255
5031439G07Rik,560,497,588,659,550,684
5033403F01Rik,8,2,11,5,9,4
5033417F24Rik,11,9,22,13,15,20
5033423K11Rik,0,0,0,0,0,0
5033428I22Rik,0,0,0,0,0,0
5033430I15Rik,29,16,33,0,1,0
5330406M23Rik,5,2,3,0,0,3
5330416C01Rik,30,13,23,2,0,3
5330417C22Rik,252,137,243,4,5,1
5330426P16Rik,560,416,563,271,293,315
5330434G04Rik,0,0,1,0,0,0
5330438D12Rik,25,17,40,60,57,70
5330439K02Rik,2,1,6,4,7,2
5430400D12Rik,4,3,4,0,2,3
5430402O13Rik,10,8,11,5,10,11
5430403G16Rik,217,170,250,231,170,255
5430405H02Rik,163,136,224,151,102,196
5430416N02Rik,281,249,265,384,335,355
5430420F09Rik,1,0,0,0,1,0
5430421N21Rik,89,58,80,0,0,1
5430427O19Rik,18,21,13,1,1,2
5530400K19Rik,8,5,21,0,0,0
5530401A14Rik,0,0,0,0,0,0
5530601H04Rik,469,400,538,289,274,323
5730403I07Rik,0,0,0,0,0,2
5730405O15Rik,32,16,23,25,21,25
5730409E04Rik,166,145,195,5,7,2
5730416F02Rik,0,0,0,0,0,0
5730420D15Rik,0,0,0,0,0,0
5730422E09Rik,0,2,2,4,3,6
5730435O14Rik,0,0,0,0,0,0
5730455P16Rik,310,282,349,333,291,403
5730460C07Rik,0,0,0,0,0,0
5730507C01Rik,3,16,8,1,0,2
5730508B09Rik,61,44,82,124,109,109
5730522E02Rik,0,0,0,0,0,0
5730559C18Rik,3,1,3,0,0,0
5830405F06Rik,410,559,549,502,433,478
5830411N06Rik,2,4,0,7,1,2
5830415B17Rik,5,8,5,0,7,5
5830415F09Rik,182,171,224,390,326,358
5830416P10Rik,1615,1561,1591,972,984,1045
5830417I10Rik,580,598,657,860,718,796
5830418P13Rik,0,0,1,3,3,2
5830428H23Rik,1238,962,1219,1096,927,1161
5830432E09Rik,206,149,173,102,79,120
5830444B04Rik,185,154,226,103,130,120
5830444F18Rik,0,0,0,6,4,3
5830454E08Rik,22,6,19,14,25,24
5830462I19Rik,0,0,1,0,1,1
5830468F06Rik,39,47,39,338,264,330
5830473C10Rik,1,0,0,0,0,0
5930403N24Rik,0,0,1,0,0,0
5930412G12Rik,10,4,11,1,0,0
5930422O12Rik,1,2,3,0,0,0
6030408B16Rik,1,0,3,2,0,1
6030419C18Rik,0,0,0,0,0,0
6030442K20Rik,5,5,10,3,3,4
6030443J06Rik,47,19,38,48,38,60
6030445D17Rik,2,1,0,0,1,1
6030458C11Rik,880,816,961,783,669,861
6030460B20Rik,1,1,1,0,1,1
6030468B19Rik,9,8,6,0,0,1
6230400D17Rik,30,26,31,40,27,29
6230415J03Rik,51,49,71,33,17,29
6330403A02Rik,0,0,0,0,0,0
6330403K07Rik,403,331,457,6,2,5
6330403L08Rik,0,0,0,0,0,0
6330403N20Rik,0,2,0,6,4,5
6330408A02Rik,245,233,290,143,133,183
6330409D20Rik,0,1,0,0,0,1
6330416G13Rik,640,599,697,831,675,868
6330418K02Rik,51,59,86,50,59,102
6330549D23Rik,9,11,16,30,18,17
6330562C20Rik,8,11,10,5,1,2
6430511E19Rik,26,24,45,33,21,31
6430531B16Rik,1,2,0,0,0,0
6430548M08Rik,32,34,31,15,28,26
6430550D23Rik,27,25,47,26,15,19
6430562O15Rik,28,20,28,0,0,0
6430571L13Rik,12,25,14,6,7,5
6430573P05Rik,11,1,5,2,6,8
6430590A07Rik,10,11,9,12,12,17
6430628N08Rik,0,1,0,0,1,0
6430710C18Rik,0,1,0,0,0,0
6530401F13Rik,0,0,0,0,0,0
6530402F18Rik,656,707,740,407,345,378
6530409C15Rik,0,0,0,0,0,0
6720427I07Rik,42,41,61,72,49,70
6720464F23Rik,3,3,3,0,1,0
6720483E21Rik,2,1,3,4,1,1
6720489N17Rik,48,40,65,32,27,41
6820402A03Rik,5,7,11,5,5,3
6820408C15Rik,1,1,0,0,0,0
6820431F20Rik,168,185,170,224,227,220
7420461P10Rik,0,0,0,0,1,0
7530428D23Rik,0,0,0,0,0,0
8030423F21Rik,1,0,3,0,0,0
8030442B05Rik,1,1,1,0,0,1
8030451A03Rik,381,209,400,0,0,0
8030453O22Rik,0,0,0,0,0,0
8030462N17Rik,655,601,670,817,711,819
8030474K03Rik,0,0,0,0,0,0
8430408G22Rik,0,0,0,0,0,0
8430419L09Rik,474,470,550,1019,863,963
8430429K09Rik,34,40,56,83,49,66
8430432A02Rik,1,0,2,7,4,5
8430436N08Rik,0,0,0,0,0,0
9030407P20Rik,23,16,17,33,10,20
9030617O03Rik,172,229,247,357,296,399
9030619P08Rik,0,0,0,0,0,0
9030624G23Rik,1,1,5,0,0,0
9030624J02Rik,1456,1249,1614,1235,1051,1318
9130008F23Rik,3,6,2,1,1,0
9130011E15Rik,231,186,227,308,236,286
9130019O22Rik,73,67,85,102,88,113
9130019P16Rik,1,0,0,0,0,0
9130023H24Rik,132,123,209,84,67,99
9130204K15Rik,0,0,0,0,0,0
9130208D14Rik,8,0,4,0,1,1
9130213A22Rik,7,3,7,0,0,0
9130221H12Rik,291,259,300,374,303,413
9130230L23Rik,1,0,0,0,0,0
9130230N09Rik,20,15,28,22,17,25
9130401M01Rik,116,109,121,112,98,147
9130409I23Rik,0,0,0,0,0,0
9130410C08Rik,0,0,0,0,0,1
9230020A06Rik,0,0,0,1,0,0
9230102O04Rik,0,1,0,0,0,0
9230104M06Rik,2,3,1,3,2,6
9230105E05Rik,1,2,1,0,0,0
9230106D20Rik,0,0,0,0,0,0
9230109A22Rik,0,0,0,0,0,0
9230110C19Rik,7,8,10,2,2,1
9230111E07Rik,110,73,101,55,29,60
9230112E08Rik,189,209,240,219,216,244
9230114K14Rik,4,6,11,10,7,13
9230116N13Rik,33,25,32,32,17,27
9230117E06Rik,0,0,0,0,0,0
9330020H09Rik,21,18,17,41,32,43
9330104G04Rik,0,0,0,0,0,0
9330111N05Rik,3,1,4,1,0,0
9330132A10Rik,16,10,20,0,0,0
9330133O14Rik,102,79,118,154,142,195
9330136K24Rik,1,3,4,2,0,1
9330151L19Rik,242,238,321,214,198,237
9330154J02Rik,0,0,0,0,0,0
9330154K18Rik,1,0,0,0,0,0
9330159F19Rik,0,0,0,0,0,0
9330159M07Rik,5,5,5,4,1,1
9330160F10Rik,8,4,12,18,23,20
9330161L09Rik,22,18,15,12,11,11
9330162012Rik,5,2,2,5,4,4
9330175E14Rik,296,230,324,562,465,516
9330179D12Rik,23,19,23,5,4,7
9330182L06Rik,0,1,0,0,0,0
9330198N18Rik,10,6,5,9,9,4
9430002A10Rik,6,1,5,4,4,4
9430015G10Rik,1025,901,1157,1130,1016,1264
9430016H08Rik,266,246,308,288,245,290
9430020K01Rik,1,2,0,3,2,0
9430025C20Rik,0,0,0,1,0,0
9430034N14Rik,22,15,12,21,17,14
9430037G07Rik,2,0,1,0,0,0
9430037O13Rik,1,2,1,0,0,0
9430038I01Rik,54,49,26,76,72,79
9430041J12Rik,0,0,2,0,0,0
9430060I03Rik,2,3,5,3,1,1
9430062P05Rik,0,0,0,0,0,0
9430065F17Rik,8,5,7,4,5,6
9430069I07Rik,0,1,1,0,0,0
9430087J23Rik,4,1,1,0,0,0
9430091E24Rik,76,59,89,64,62,86
9430097D07Rik,0,0,0,0,0,0
9430098F02Rik,0,0,0,0,0,1
9530022L04Rik,1,2,1,2,0,2
9530026P05Rik,0,0,0,0,0,0
9530027J09Rik,3,1,2,3,0,2
9530036M11Rik,9,13,12,0,0,1
9530046B11Rik,0,0,1,1,0,0
9530051G07Rik,0,0,5,1,0,0
9530052C20Rik,1,3,1,3,1,10
9530052E02Rik,0,2,1,1,0,0
9530053A07Rik,0,0,0,0,0,0
9530056K15Rik,1,4,3,0,1,1
9530068E07Rik,1695,1430,1881,1197,996,1182
9530077C05Rik,3,0,4,0,1,2
9530080O11Rik,2,1,1,0,0,0
9530082P21Rik,57,38,68,17,13,16
9630010A21Rik,2,0,1,0,0,0
9630013D21Rik,62,38,57,0,0,0
9630013K17Rik,1,0,0,1,5,2
9630028B13Rik,0,0,0,0,0,0
9830107B12Rik,0,0,0,0,0,0
9830144P21Rik,0,0,0,0,0,2
9830147E19Rik,1,3,3,1,0,0
9930004E17Rik,1,2,3,1,2,2
9930012K11Rik,118,108,142,224,235,224
9930014A18Rik,28,26,42,27,23,30
9930021J03Rik,1306,1195,1269,1390,1288,1461
9930022D16Rik,44,21,28,9,11,5
9930104L06Rik,598,478,577,592,525,644
9930111J21Rik1,614,591,668,1211,1069,1262
9930111J21Rik2,1282,1158,1388,2291,1900,2288
A030012G06Rik,0,0,0,0,0,0
A130006I12Rik,4,2,1,5,2,5
A130010J15Rik,69,59,86,137,98,106
A130014A01Rik,37,34,59,91,77,102
A130023I24Rik,0,0,0,0,0,0
A130048G24Rik,1,2,0,1,2,5
A130050O07Rik,0,0,0,1,0,1
A130051J06Rik,14,16,18,18,15,18
A130057D12Rik,0,0,1,2,0,0
A130071D04Rik,67,72,40,61,69,44
A1cf,0,0,0,0,0,0
A230005M16Rik,6,5,5,1,0,1
A230006K03Rik,0,0,0,0,0,0
A230020J21Rik,0,0,0,1,0,0
A230028O05Rik,1,4,2,0,3,0
A230046K03Rik,1268,1258,1297,2330,2169,2177
A230050P20Rik,2082,1897,2116,1268,1072,1205
A230056P14Rik,14,13,12,8,5,5
A230059L01Rik,13,4,7,7,1,5
A230060F14Rik,3,0,1,2,4,4
A230065H16Rik,0,1,0,0,0,0
A230072C01Rik,22,16,27,15,25,27
A230072E10Rik,58,56,70,73,89,91
A230083G16Rik,5,3,4,0,0,1
A230083N12Rik,4,1,0,1,0,4
A230087F16Rik,1,0,0,1,0,1
A230103J11Rik,0,3,2,0,1,0
A230107N01Rik,2,2,0,1,2,3
A330009N23Rik,4,3,4,3,6,9
A330015K06Rik,0,1,0,0,0,0
A330017A19Rik,22,17,17,14,17,18
A330023F24Rik,26,18,61,13,10,14
A330032B11Rik,0,0,0,1,0,0
A330035P11Rik,22,17,32,22,27,46
A330040F15Rik,0,0,0,0,0,0
A330069E16Rik,8,5,2,5,6,7
A330074K22Rik,7,1,2,0,0,0
A330093E20Rik,15,10,14,0,0,0
A3galt2,14,10,9,26,37,42
A430005L14Rik,271,240,285,371,296,324
A430010J10Rik,0,0,1,0,0,0
A430018G15Rik,6,3,6,9,2,5
A430027C01Rik,20,11,12,6,10,7
A430033K04Rik,241,237,297,274,228,285
A430034D21Rik,0,0,0,0,0,0
A430035B10Rik,29,27,27,27,25,32
A430046D13Rik,154,149,145,242,220,255
A430057M04Rik,10,1,4,12,6,8
A430072P03Rik,18,16,20,23,19,24
A430078G23Rik,467,514,550,1819,1709,2174
A430078I02Rik,6,5,7,9,8,12
A430093F15Rik,1060,935,1264,242,265,323
A430105I19Rik,13,12,17,72,65,115
A430105J06Rik,16,1,13,2,1,6
A430106G13Rik,5,3,5,14,11,14
A430108G06Rik,0,0,0,0,0,2
A430110C17Rik,1,1,0,0,0,1
A430110L20Rik,30,24,36,24,27,30
A4galt,0,0,1,0,0,0
A530013C23Rik,3,2,0,1,1,0
A530017D24Rik,271,285,320,361,345,382
A530021J07Rik,4,5,0,85,120,165
A530032D15Rik,0,4,2,0,4,2
A530040E14Rik,21,16,20,11,17,23
A530064D06Rik,0,0,0,0,0,0
A530064N14Rik,0,1,0,0,1,0
A530072M11Rik,42,33,48,42,34,44
A530083I20Rik,1,0,0,0,2,0
A530084C06Rik,1,0,0,1,1,0
A530099J19Rik,0,0,0,0,0,0
A630001G21Rik,2030,2079,2368,855,819,896
A630014C17Rik,81,85,128,170,164,208
A630023P12Rik,3890,3355,4093,2391,2404,2576
A630031M04Rik,0,0,0,0,0,0
A630033H20Rik,109,125,135,414,380,437
A630035G10Rik,33,23,35,38,14,44
A630052C17Rik,44,49,75,72,66,102
A630072L19Rik,1,0,0,0,2,1
A630072M18Rik,116,87,116,158,107,114
A630076J17Rik,0,0,0,0,0,0
A630081D01Rik,1,3,1,8,7,4
A630091E08Rik,5,1,2,0,1,0
A630095E13Rik,0,0,0,0,0,0
A630095N17Rik,0,0,0,1,1,3
A730011C13Rik,254,233,254,245,259,263
A730015C16Rik,0,1,0,0,0,1
A730017C20Rik,0,0,0,0,0,0
A730017L22Rik,315,299,350,319,253,329
A730020E08Rik,1,0,1,0,0,0
A730020M07Rik,0,0,0,0,1,0
A730032A03Rik,0,0,0,0,0,0
A730035I17Rik,0,1,0,0,0,0
A730036I17Rik,0,0,0,0,0,0
A730046J19Rik,0,0,0,0,0,0
A730056A06Rik,0,1,0,0,0,0
A730061H03Rik,6,2,4,3,5,3
A730071L15Rik,2,1,0,2,1,2
A730081D07Rik,8,2,5,3,4,3
A730085K08Rik,6,18,5,4,1,4
A730089K16Rik,0,0,0,0,1,0
A730090H04Rik,0,2,0,0,0,0
A730090N16Rik,2,0,0,1,0,2
A730098A19Rik,0,0,0,0,0,0
A830005F24Rik,19,10,18,10,12,20
A830009L08Rik,4,1,2,1,1,2
A830010M20Rik,202,169,203,101,93,125
A830012C17Rik,0,0,0,0,0,0
A830035A12Rik,0,0,0,0,0,0
A830039N20Rik,0,1,0,0,0,0
A830073O21Rik,1,1,0,4,1,0
A830080D01Rik,647,690,756,669,644,791
A830082K12Rik,0,0,0,0,0,0
A930001A20Rik,2,4,3,0,0,0
A930001C03Rik,9,1,3,2,0,0
A930002I21Rik,15,19,25,8,11,19
A930003A15Rik,3,0,2,0,0,0
A930004D18Rik,8,0,4,2,0,2
A930004J17Rik,555,453,487,447,492,491
A930005H10Rik,165,123,162,782,583,782
A930005N03Rik,0,0,0,0,0,0
A930006K02Rik,64,59,63,85,86,87
A930006L05Rik,3,4,5,3,8,3
A930007I19Rik,27,22,14,16,5,13
A930011G23Rik,0,0,0,2,0,1
A930012L18Rik,0,0,0,0,0,0
A930012O16Rik,12,16,10,10,8,11
A930015D03Rik,8,3,9,14,10,13
A930016O22Rik,42,33,47,27,36,32
A930017K11Rik,0,0,0,1,1,1
A930018M24Rik,0,0,0,0,0,0
A930019D19Rik,0,0,0,0,0,0
A930024E05Rik,329,254,433,246,168,240
A930024N18Rik,4,1,9,0,0,0
A930029G22Rik,3,3,1,10,17,18
A930032L01Rik,0,0,0,0,0,0
A930033H14Rik,0,0,0,0,0,0
A930035D04Rik,5,9,4,6,4,2
A930036K24Rik,0,0,0,1,1,0
A930038B10Rik,1,0,0,0,1,0
A930041C12Rik,2,0,3,0,0,1
AA386476,4,4,11,8,4,8
AA413626,41,39,47,25,44,41
AA414768,96,81,112,36,38,24
AA415398,85,68,94,101,98,116
AA465934,43,41,33,83,51,80
AA467197,1,6,2,0,4,2
AA474331,224,198,258,201,185,225
AA474408,20,25,15,12,15,17
AA543186,11,11,7,6,0,9
AA914427,3,1,4,3,0,3
AA986860,4,6,11,6,7,8
AB124611,826,721,859,1286,1007,1066
AC026385.1,0,0,2,1,0,0
AC073562.1,0,0,0,0,0,1
AC079245.1,0,0,0,0,0,0
AC092711.4,0,0,0,0,0,0
AC108829.1,0,0,0,0,1,1
AC113029.6,7,4,4,3,2,10
AC117232.1,0,0,1,0,1,2
AC117623.1,0,0,0,2,0,1
AC121821.1,0,0,0,0,1,0
AC122428.1,0,1,0,0,1,1
AC122804.1,2,0,0,5,1,0
AC122844.1,0,1,0,0,0,0
AC123920.1,1,0,1,1,0,0
AC124095.1,0,0,0,0,0,0
AC124457.1,4,0,1,2,1,5
AC124496.1,0,0,0,0,0,0
AC125099.2,0,1,0,0,0,0
AC127252.1,0,0,0,0,0,0
AC127262.1,0,0,0,0,0,0
AC131325.1,0,0,0,0,0,1
AC137678.1,0,0,0,0,0,0
AC139294.1,0,0,0,0,1,0
AC141868.1,0,0,0,0,0,0
AC147266.1,2,4,2,0,2,5
AC151967.1,0,1,0,0,0,3
AC156028.1,1,0,0,0,0,0
AC156028.2,0,0,0,0,0,0
AC158786.1,0,0,0,0,0,0
AC161199.1,9,14,6,23,39,17
AC163108.1,1,0,2,0,0,0
AC165142.1,0,0,0,0,0,0
ACEA_U3,0,0,0,0,0,0
AF067061,0,0,0,0,0,0
AF251705,0,0,0,0,0,0
AF357399,17,13,9,25,24,34
AF366264,0,1,0,0,0,0
AF529169,1,0,0,0,0,0
AI118078,0,0,0,0,0,0
AI182371,59,33,65,28,34,43
AI314180,2691,2385,2849,2821,2523,2787
AI317395,0,0,0,0,0,0
AI413582,364,338,404,566,441,499
AI427809,0,1,1,0,0,0
AI429214,35,36,48,18,11,22
AI464131,0,0,1,0,0,0
AI467606,3473,2654,3581,3468,2995,3857
AI480526,939,762,1028,1085,870,873
AI481877,0,0,0,0,0,0
AI504432,7370,8000,7940,1945,1950,2398
AI593442,3,0,3,0,0,0
AI597479,557,500,577,541,412,506
AI606181,178,131,177,322,293,330
AI607873,0,1,0,0,0,1
AI661453,1,1,3,1,0,0
AI662270,1300,1136,1299,1139,905,1118
AI837181,1254,941,1241,1236,1006,1107
AI838599,57,148,105,0,1,0
AI846148,427,392,421,436,412,418
AI847159,20,15,23,18,8,19
AI854703,63,78,68,114,109,116
AI987944,300,276,328,240,172,229
AK010878,106,94,127,132,111,146
AK157302,0,1,0,0,3,2
AL450395.1,0,0,0,0,0,0
AL589742.2,0,0,0,0,0,0
AL590388.2,0,0,0,0,0,0
AL596185.1,3,3,4,4,8,3
AL603834.1,0,2,0,0,1,0
AL645522.1,0,0,1,0,0,1
AL662809.1,0,0,0,0,1,0
AL669951.2,0,0,0,0,0,0
AL672049.1,0,0,0,2,2,1
AL672160.1,0,0,0,0,0,0
AL691423.1,0,0,0,0,0,0
AL844548.1,0,0,0,1,0,0
AL844846.1,0,0,0,1,0,0
AL928681.1,0,1,2,0,0,0
AU019823,652,668,682,796,651,783
AU019990,0,1,0,0,0,0
AU020206,7154,5254,7510,727,617,803
AU022252,296,293,326,367,380,493
AU040320,1577,1376,1733,1333,1139,1495
AU040972,0,0,0,0,0,0
AU041133,189,172,219,133,135,177
AV039307,2,2,5,3,1,2
AV064505,0,0,0,0,0,0
AV099323,6,4,7,10,9,7
AV320801,1,0,1,0,0,0
AW011738,347,294,342,293,207,286
AW047730,1,0,0,2,0,1
AW112010,3640,3212,3883,1463,1042,1432
AW146154,147,149,158,119,97,113
AW209491,128,119,145,127,99,137
AW495222,0,0,0,0,0,0
AW549877,2997,2650,3158,3450,3001,3451
AW554918,345,366,475,454,380,414
